[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Association of Art Museum Directors:[1030,35]; score:1.000000
	FP => tumours:[93,7]; score:1.000000
	FP => surgery:[478,7]; score:1.000000
	FP => expensive:[1440,9]; score:1.000000
	FP => surgery:[862,7]; score:1.000000
 => three dimensional:[555,17]; score:1.000000
	FP => patients:[1347,8]; score:1.000000
	FP => ksc:[1503,3]; score:1.000000
	FP => diseases:[69,8]; score:1.000000
	FP => doctors:[742,7]; score:1.000000
 => Thailand:[327,8]; score:1.000000
	FP => growth:[518,6]; score:1.000000
	FP => blood loss:[1418,10]; score:1.000000
	FP => dying:[39,5]; score:1.000000
	FP => hospital:[1483,8]; score:1.000000
	FP => suffering:[48,9]; score:1.000000
	FP => computers:[944,9]; score:1.000000
	FP => brain:[813,5]; score:1.000000
	FP => Institute:[313,9]; score:1.000000
 => capillaries:[1147,11]; score:1.000000
	FP => sensitive:[827,9]; score:1.000000
	FP => conjunction:[637,11]; score:1.000000
 => Bangkok:[251,7]; score:1.000000
 => clotting:[1117,8]; score:1.000000
	FP => people:[28,6]; score:1.000000
	FP => fatal:[63,5]; score:1.000000
	FP => patients:[1255,8]; score:1.000000
	FP => .com:[1509,4]; score:1.000000
 => conscious:[972,9]; score:1.000000
	FP => Hospital:[238,8]; score:1.000000
	FP => proper:[176,6]; score:1.000000
	FP => heads:[1371,5]; score:1.000000
	FP => method:[575,6]; score:1.000000
	FP => scar:[1405,4]; score:1.000000
	FP => THAILAND:[3,8]; score:1.000000
	FP => hospital:[1287,8]; score:1.000000
	FP => organs:[837,6]; score:1.000000
	FP => order:[489,5]; score:1.000000
	FP => veins:[1131,5]; score:1.000000
 => breast cancer:[118,13]; score:1.000000
	FP => embedded:[788,8]; score:1.000000
	FP => blood:[1140,5]; score:1.000000
	FP => technology:[730,10]; score:1.000000
	FP => normal:[855,6]; score:1.000000
 => cancerous:[506,9]; score:1.000000
	FP => change:[216,6]; score:1.000000
	FP => risky:[889,5]; score:1.000000
	FP => step:[922,4]; score:1.000000
	FP => contact:[1471,7]; score:1.000000
	FP => brain haemorrhage:[138,17]; score:1.000000
	FP => cancerous:[770,9]; score:1.000000
	FP => per cent:[1189,8]; score:1.000000
P/R/F:0.13793103/0.5/0.2162162; tpCount:8.0; fpCount:50.0; fnCount:8.0
[APW19990827_0137.htm]
***************** Gold Standard: ***********************
	FN => First Union:[59,11]; score:1.000000
	FN => home-equity:[892,11]; score:1.000000
	FN => hostile environment:[485,19]; score:1.000000
 => e-mail:[187,6]; score:1.000000
 => pornographic:[147,12]; score:1.000000
 => Fortune 100:[1043,11]; score:1.000000
 => The Charlotte Observer:[528,22]; score:1.000000
 => sexual harassment:[1324,17]; score:1.000000
 => server:[819,6]; score:1.000000
	FN => legal claims:[1226,12]; score:1.000000

************************ System Result: ***************************
	FP => office:[616,6]; score:1.000000
	FP => Fires:[8,5]; score:1.000000
	FP => on the spot:[976,11]; score:1.000000
	FP => work:[426,4]; score:1.000000
	FP => e-mail:[750,6]; score:1.000000
	FP => details:[337,7]; score:1.000000
	FP => material:[693,8]; score:1.000000
	FP => (AP):[50,4]; score:1.000000
	FP => company:[726,7]; score:1.000000
	FP => Companies:[1176,9]; score:1.000000
	FP => hostile environment:[485,19]; score:1.000000
	FP => e-mail:[634,6]; score:1.000000
	FP => e-mails:[1372,7]; score:1.000000
	FP => heavy:[795,5]; score:1.000000
	FP => volume:[766,6]; score:1.000000
	FP => increasing:[1284,10]; score:1.000000
	FP => equity:[897,6]; score:1.000000
 => sexual harassment:[1324,17]; score:1.000000
	FP => e-mail:[1155,6]; score:1.000000
	FP => intimidating:[457,12]; score:1.000000
	FP => environment:[1257,11]; score:1.000000
	FP => inappropriate:[172,13]; score:1.000000
 => Charlotte Observer:[532,18]; score:1.000000
	FP => policy:[1162,6]; score:1.000000
	FP => company:[1391,7]; score:1.000000
	FP => Friday:[271,6]; score:1.000000
	FP => number:[1295,6]; score:1.000000
	FP => Sandy:[303,5]; score:1.000000
	FP => stack:[950,5]; score:1.000000
	FP => called:[919,6]; score:1.000000
	FP => E-Mail:[24,6]; score:1.000000
	FP => people:[665,6]; score:1.000000
	FP => company:[1147,7]; score:1.000000
	FP => conduct:[380,7]; score:1.000000
	FP => having sex:[672,10]; score:1.000000
	FP => companies:[1088,9]; score:1.000000
	FP => person:[417,6]; score:1.000000
	FP => work:[1252,4]; score:1.000000
	FP => office:[934,6]; score:1.000000
	FP => bank:[356,4]; score:1.000000
	FP => week:[870,4]; score:1.000000
	FP => Corp.:[73,5]; score:1.000000
	FP => computer systems:[1399,16]; score:1.000000
 => Fortune 100:[1043,11]; score:1.000000
	FP => tolerate:[371,8]; score:1.000000
	FP => swift:[1105,5]; score:1.000000
	FP => Friday:[562,6]; score:1.000000
 => server:[819,6]; score:1.000000
	FP => offensive:[471,9]; score:1.000000
	FP => bank:[243,4]; score:1.000000
	FP => bank:[884,4]; score:1.000000
	FP => number:[1078,6]; score:1.000000
	FP => company:[283,7]; score:1.000000
 => e-mail:[187,6]; score:1.000000
	FP => corporation:[1057,11]; score:1.000000
	FP => spokeswoman:[291,11]; score:1.000000
	FP => e-mail:[959,6]; score:1.000000
	FP => week:[129,4]; score:1.000000
	FP => Bank:[3,4]; score:1.000000
	FP => sixth:[229,5]; score:1.000000
	FP => messages:[776,8]; score:1.000000
	FP => division:[906,8]; score:1.000000
	FP => claims:[1354,6]; score:1.000000
	FP => performance:[431,11]; score:1.000000
	FP => nature:[714,6]; score:1.000000
 => pornographic:[147,12]; score:1.000000
	FP => newspaper:[1010,9]; score:1.000000
	FP => claims:[1232,6]; score:1.000000
	FP => confirmed:[249,9]; score:1.000000
	FP => lawsuits:[1305,8]; score:1.000000
	FP => nation:[220,6]; score:1.000000
	FP => action:[1122,6]; score:1.000000
	FP => release:[324,7]; score:1.000000
P/R/F:0.08219178/0.6/0.14457831; tpCount:6.0; fpCount:67.0; fnCount:4.0
[APW19981109_1089.htm]
***************** Gold Standard: ***********************
 => cricket:[167,7]; score:1.000000
 => Johannesburg:[1172,12]; score:1.000000
	FN => sports marketing:[1144,16]; score:1.000000
	FN => David Richardson:[1112,16]; score:1.000000
	FN => sponsorship:[1044,11]; score:1.000000
	FN => South African cricket:[734,21]; score:1.000000
 => South Africa:[151,12]; score:1.000000
 => West Indies Cricket Board:[678,25]; score:1.000000
	FN => West Indies:[91,11]; score:1.000000
 => batsman:[281,7]; score:1.000000
 => Carl Hooper:[321,11]; score:1.000000
 => Jimmy Adams:[545,11]; score:1.000000
 => Brian Lara:[292,10]; score:1.000000
 => Joel Garner:[903,11]; score:1.000000
 => wicketkeeper:[1096,12]; score:1.000000
	FN => Ali Bacher:[711,10]; score:1.000000
 => Clive Lloyd:[872,11]; score:1.000000

************************ System Result: ***************************
	FP => West Indies:[846,11]; score:1.000000
	FP => superstar:[270,9]; score:1.000000
	FP => Hooper:[493,6]; score:1.000000
	FP => president:[660,9]; score:1.000000
 => West Indies Cricket Board:[678,25]; score:1.000000
	FP => captain:[343,7]; score:1.000000
	FP => West Indies:[91,11]; score:1.000000
	FP => travel:[375,6]; score:1.000000
	FP => Monday:[634,6]; score:1.000000
	FP => tour:[443,4]; score:1.000000
	FP => member:[895,6]; score:1.000000
	FP => days:[62,4]; score:1.000000
	FP => proposal:[1220,8]; score:1.000000
 => wicketkeeper:[1096,12]; score:1.000000
	FP => range:[1314,5]; score:1.000000
	FP => LONDON:[3,6]; score:1.000000
 => Clive Lloyd:[872,11]; score:1.000000
	FP => Team:[452,4]; score:1.000000
	FP => players:[105,7]; score:1.000000
	FP => players:[1260,7]; score:1.000000
	FP => refused:[364,7]; score:1.000000
	FP => settlement:[529,10]; score:1.000000
	FP => treasurer:[560,9]; score:1.000000
	FP => Progress:[977,8]; score:1.000000
	FP => players:[626,7]; score:1.000000
	FP => South African:[1081,13]; score:1.000000
	FP => head:[209,4]; score:1.000000
	FP => vice:[338,4]; score:1.000000
	FP => Monday:[789,6]; score:1.000000
	FP => head:[725,4]; score:1.000000
	FP => settlement:[35,10]; score:1.000000
 => Brian Lara:[292,10]; score:1.000000
	FP => West Indies:[134,11]; score:1.000000
 => Joel Garner:[903,11]; score:1.000000
	FP => Lara:[484,4]; score:1.000000
	FP => Pat:[646,3]; score:1.000000
	FP => pay:[1288,3]; score:1.000000
	FP => runs:[1136,4]; score:1.000000
	FP => South African:[734,13]; score:1.000000
	FP => Wednesday:[219,9]; score:1.000000
 => batsman:[281,7]; score:1.000000
	FP => West Indies Cricket Board:[238,25]; score:1.000000
	FP => South Africa:[385,12]; score:1.000000
 => Jimmy Adams:[545,11]; score:1.000000
	FP => crisis:[192,6]; score:1.000000
	FP => Sunday:[835,6]; score:1.000000
	FP => pay:[416,3]; score:1.000000
 => cricket:[167,7]; score:1.000000
	FP => Friday:[966,6]; score:1.000000
	FP => Rousseau:[650,8]; score:1.000000
	FP => Nov.:[11,4]; score:1.000000
	FP => firm:[1163,4]; score:1.000000
 => Johannesburg:[1172,12]; score:1.000000
 => South Africa:[151,12]; score:1.000000
	FP => officials:[117,9]; score:1.000000
	FP => captain:[308,7]; score:1.000000
	FP => sponsorship:[1208,11]; score:1.000000
 => Carl Hooper:[321,11]; score:1.000000
	FP => players:[577,7]; score:1.000000
	FP => Earnings:[1190,8]; score:1.000000
	FP => deal:[1058,4]; score:1.000000
P/R/F:0.18032786/0.64705884/0.28205127; tpCount:11.0; fpCount:50.0; fnCount:6.0
[APW19981120_1056.htm]
***************** Gold Standard: ***********************
	FN => Truth and Reconciliation Commission (South Africa):[340,50]; score:1.000000
 => amnesty:[940,7]; score:1.000000
 => Johannesburg:[721,12]; score:1.000000
 => prosecutor:[48,10]; score:1.000000
	FN => P.W. Botha:[130,10]; score:1.000000
	FN => white rule:[194,10]; score:1.000000
 => African National Congress:[645,25]; score:1.000000
	FN => rand:[1282,4]; score:1.000000
 => contempt of court:[1152,17]; score:1.000000

************************ System Result: ***************************
	FP => confess:[969,7]; score:1.000000
	FP => amnesty:[1097,7]; score:1.000000
	FP => abuses:[1002,6]; score:1.000000
	FP => decision:[1327,8]; score:1.000000
	FP => month:[525,5]; score:1.000000
	FP => Botha:[1037,5]; score:1.000000
	FP => landmark:[561,8]; score:1.000000
	FP => politically:[980,11]; score:1.000000
	FP => Botha:[15,5]; score:1.000000
	FP => Botha:[786,5]; score:1.000000
	FP => head of state:[796,13]; score:1.000000
	FP => prosecute:[284,9]; score:1.000000
	FP => apartheid:[413,9]; score:1.000000
	FP => Prosecutor:[3,10]; score:1.000000
	FP => stand:[31,5]; score:1.000000
	FP => Jan:[222,3]; score:1.000000
	FP => trial:[37,5]; score:1.000000
	FP => grant:[933,5]; score:1.000000
	FP => killed:[903,6]; score:1.000000
	FP => Botha:[294,5]; score:1.000000
	FP => left:[71,4]; score:1.000000
 => Johannesburg:[721,12]; score:1.000000
	FP => open:[76,4]; score:1.000000
	FP => commission:[918,10]; score:1.000000
	FP => 1980s:[817,5]; score:1.000000
	FP => bombing:[629,7]; score:1.000000
	FP => building:[736,8]; score:1.000000
	FP => London:[674,6]; score:1.000000
	FP => Oliveira:[228,8]; score:1.000000
	FP => year:[1249,4]; score:1.000000
	FP => white:[194,5]; score:1.000000
	FP => year:[1122,4]; score:1.000000
	FP => abuses:[169,6]; score:1.000000
	FP => abuses:[427,6]; score:1.000000
 => prosecutor:[48,10]; score:1.000000
	FP => tortured:[883,8]; score:1.000000
	FP => commission:[1207,10]; score:1.000000
	FP => report:[570,6]; score:1.000000
	FP => Botha:[602,5]; score:1.000000
	FP => jail sentence:[1254,13]; score:1.000000
	FP => Friday:[64,6]; score:1.000000
	FP => testify:[1188,7]; score:1.000000
	FP => trial:[866,5]; score:1.000000
	FP => rand:[1282,4]; score:1.000000
	FP => people:[837,6]; score:1.000000
	FP => Botha:[1128,5]; score:1.000000
	FP => handed:[1226,6]; score:1.000000
	FP => apartheid:[109,9]; score:1.000000
	FP => era:[423,3]; score:1.000000
 => amnesty:[940,7]; score:1.000000
	FP => confess:[1070,7]; score:1.000000
	FP => Prosecutor:[211,10]; score:1.000000
	FP => convicted:[1138,9]; score:1.000000
 => African National Congress:[645,25]; score:1.000000
	FP => President:[119,9]; score:1.000000
	FP => insufficient evidence:[259,21]; score:1.000000
	FP => anti-:[756,5]; score:1.000000
 => contempt of court:[1152,17]; score:1.000000
	FP => apartheid:[761,9]; score:1.000000
	FP => Truth and Reconciliation Commission:[340,35]; score:1.000000
	FP => fine:[1301,4]; score:1.000000
	FP => apartheid:[1026,9]; score:1.000000
	FP => appealed:[1314,8]; score:1.000000
	FP => bombing:[707,7]; score:1.000000
	FP => headquarters:[681,12]; score:1.000000
	FP => group:[771,5]; score:1.000000
	FP => aos:[1346,3]; score:1.000000
P/R/F:0.07462686/0.5555556/0.13157894; tpCount:5.0; fpCount:62.0; fnCount:4.0
[APW20000312_0050.htm]
***************** Gold Standard: ***********************
 => Central America:[1103,15]; score:1.000000
 => Pope John Paul II:[785,17]; score:1.000000
 => short-wave:[395,10]; score:1.000000
 => diabetes:[1321,8]; score:1.000000
	FN => Nicaragua:[49,9]; score:1.000000
 => Hurricane Mitch:[825,15]; score:1.000000
	FN => Radio Nicaragua:[350,15]; score:1.000000
	FN => National Autonomous University of Nicaragua:[1211,43]; score:1.000000
 => cancer:[1337,6]; score:1.000000
	FN => volcanic eruptions:[744,18]; score:1.000000
 => Managua:[224,7]; score:1.000000
 => Sandinista:[549,10]; score:1.000000
 => Mexico:[1089,6]; score:1.000000
 => civil war:[165,9]; score:1.000000
 => Contra:[578,6]; score:1.000000

************************ System Result: ***************************
 => Central America:[1103,15]; score:1.000000
 => Pope John Paul II:[785,17]; score:1.000000
	FP => illnesses:[1289,9]; score:1.000000
 => diabetes:[1321,8]; score:1.000000
	FP => visit:[775,5]; score:1.000000
	FP => civil war:[912,9]; score:1.000000
	FP => maintain:[944,8]; score:1.000000
	FP => emergence:[147,9]; score:1.000000
	FP => working:[337,7]; score:1.000000
	FP => Sandinistas:[599,11]; score:1.000000
	FP => miles:[1170,5]; score:1.000000
	FP => ballot box:[633,10]; score:1.000000
	FP => south:[1176,5]; score:1.000000
	FP => Sunday:[1402,6]; score:1.000000
	FP => turbulent:[672,9]; score:1.000000
	FP => (AP):[61,4]; score:1.000000
	FP => series:[1279,6]; score:1.000000
 => Managua:[224,7]; score:1.000000
 => civil war:[165,9]; score:1.000000
	FP => Hernandez:[1449,9]; score:1.000000
 => short-wave:[395,10]; score:1.000000
	FP => died:[1349,4]; score:1.000000
	FP => Associated Press:[88,16]; score:1.000000
	FP => fair:[977,4]; score:1.000000
	FP => broadcasts:[408,10]; score:1.000000
	FP => papal:[180,5]; score:1.000000
	FP => illness:[247,7]; score:1.000000
	FP => chief:[1078,5]; score:1.000000
	FP => years:[696,5]; score:1.000000
	FP => died:[215,4]; score:1.000000
	FP => total:[953,5]; score:1.000000
	FP => visit:[186,5]; score:1.000000
	FP => volcanoes:[193,9]; score:1.000000
 => Sandinista:[549,10]; score:1.000000
	FP => loss:[612,4]; score:1.000000
	FP => reporter:[105,8]; score:1.000000
	FP => effort:[682,6]; score:1.000000
	FP => country:[652,7]; score:1.000000
	FP => government:[562,10]; score:1.000000
	FP => bureau:[1071,6]; score:1.000000
	FP => office:[305,6]; score:1.000000
	FP => suffered:[1268,8]; score:1.000000
	FP => born:[1136,4]; score:1.000000
	FP => long:[242,4]; score:1.000000
	FP => Associated Press:[1025,16]; score:1.000000
	FP => war:[532,3]; score:1.000000
 => cancer:[1337,6]; score:1.000000
	FP => local news:[446,10]; score:1.000000
	FP => director:[382,8]; score:1.000000
	FP => Aguilar:[1055,7]; score:1.000000
	FP => Managua:[1185,7]; score:1.000000
	FP => Nicaragua:[356,9]; score:1.000000
 => Mexico:[1089,6]; score:1.000000
 => Contra:[578,6]; score:1.000000
	FP => town:[1156,4]; score:1.000000
	FP => Nicaragua:[491,9]; score:1.000000
	FP => agency:[457,6]; score:1.000000
	FP => rebels:[587,6]; score:1.000000
	FP => reporting:[1007,9]; score:1.000000
	FP => power:[620,5]; score:1.000000
	FP => Reporter:[16,8]; score:1.000000
	FP => floods:[207,6]; score:1.000000
 => Hurricane Mitch:[825,15]; score:1.000000
	FP => under pressure:[989,14]; score:1.000000
	FP => Associated Press:[288,16]; score:1.000000
	FP => vision:[982,6]; score:1.000000
	FP => wife:[1432,4]; score:1.000000
	FP => Managua:[315,7]; score:1.000000
	FP => year:[1304,4]; score:1.000000
	FP => objectivity:[959,11]; score:1.000000
	FP => chronicle:[125,9]; score:1.000000
	FP => Eloy:[1050,4]; score:1.000000
	FP => Nicaragua:[6,9]; score:1.000000
	FP => Nicaragua:[135,9]; score:1.000000
	FP => war:[705,3]; score:1.000000
P/R/F:0.14666666/0.73333335/0.24444444; tpCount:11.0; fpCount:64.0; fnCount:4.0
[APW19980624_0607.htm]
***************** Gold Standard: ***********************
 => Iran-Iraq war:[1168,13]; score:1.000000
 => prisoners of war:[147,16]; score:1.000000
 => repatriation:[912,12]; score:1.000000
	FN => Iraqi News Agency:[376,17]; score:1.000000
 => International Committee of the Red Cross:[975,40]; score:1.000000
	FN => Iran:[60,4]; score:1.000000
 => Baghdad:[226,7]; score:1.000000
	FN => Tehran:[609,6]; score:1.000000
	FN => Iraq:[48,4]; score:1.000000

************************ System Result: ***************************
 => Iran-Iraq war:[1168,13]; score:1.000000
	FP => claims:[618,6]; score:1.000000
 => International Committee of the Red Cross:[975,40]; score:1.000000
	FP => Iraq:[812,4]; score:1.000000
	FP => Iranian:[595,7]; score:1.000000
	FP => Wednesday:[405,9]; score:1.000000
	FP => Iraq:[48,4]; score:1.000000
	FP => senior:[244,6]; score:1.000000
	FP => week:[562,4]; score:1.000000
	FP => Abdullah:[311,8]; score:1.000000
	FP => POWs:[948,4]; score:1.000000
	FP => Red Cross:[1050,9]; score:1.000000
	FP => POW:[346,3]; score:1.000000
	FP => Iraqi:[797,5]; score:1.000000
	FP => Iran:[60,4]; score:1.000000
	FP => POWs:[829,4]; score:1.000000
	FP => Baghdad:[482,7]; score:1.000000
 => Baghdad:[226,7]; score:1.000000
	FP => issue:[39,5]; score:1.000000
	FP => agreement:[174,9]; score:1.000000
	FP => head:[331,4]; score:1.000000
	FP => Iraqi:[942,5]; score:1.000000
	FP => Iranian:[1138,7]; score:1.000000
	FP => week:[208,4]; score:1.000000
	FP => freed:[817,5]; score:1.000000
	FP => Iran:[1104,4]; score:1.000000
	FP => deal:[81,4]; score:1.000000
	FP => Iran:[339,4]; score:1.000000
	FP => 1 million:[1213,9]; score:1.000000
	FP => Iraq:[91,4]; score:1.000000
	FP => POWs:[603,4]; score:1.000000
	FP => delegation:[290,10]; score:1.000000
	FP => left:[477,4]; score:1.000000
	FP => comment:[516,7]; score:1.000000
	FP => dispute:[133,7]; score:1.000000
	FP => agency:[427,6]; score:1.000000
	FP => official:[366,8]; score:1.000000
	FP => list:[758,4]; score:1.000000
	FP => Iranian:[282,7]; score:1.000000
	FP => a list:[572,6]; score:1.000000
	FP => POWs:[1146,4]; score:1.000000
	FP => held:[635,4]; score:1.000000
	FP => civil law:[868,9]; score:1.000000
	FP => Iranian:[930,7]; score:1.000000
	FP => Baghdad:[549,7]; score:1.000000
	FP => Iraq:[1154,4]; score:1.000000
	FP => Iraq:[3,4]; score:1.000000
	FP => aware:[1124,5]; score:1.000000
	FP => Iraq:[643,4]; score:1.000000
	FP => POW:[35,3]; score:1.000000
	FP => Iraqis:[1094,6]; score:1.000000
	FP => people:[1223,6]; score:1.000000
	FP => POWs:[1285,4]; score:1.000000
 => prisoners of war:[147,16]; score:1.000000
 => repatriation:[912,12]; score:1.000000
	FP => Wednesday:[493,9]; score:1.000000
	FP => Iran:[9,4]; score:1.000000
	FP => detainees:[878,9]; score:1.000000
	FP => Iran:[777,4]; score:1.000000
	FP => Iraq:[652,4]; score:1.000000
	FP => visiting:[273,8]; score:1.000000
	FP => long:[1294,4]; score:1.000000
	FP => sign:[14,4]; score:1.000000
	FP => classified:[854,10]; score:1.000000
	FP => swap:[1040,4]; score:1.000000
	FP => killed:[1235,6]; score:1.000000
	FP => long:[661,4]; score:1.000000
	FP => Iraqi:[376,5]; score:1.000000
	FP => commission:[350,10]; score:1.000000
	FP => Iraqi:[251,5]; score:1.000000
	FP => Iranian:[702,7]; score:1.000000
	FP => issue:[1276,5]; score:1.000000
	FP => officials:[257,9]; score:1.000000
	FP => details:[450,7]; score:1.000000
	FP => Tehran:[609,6]; score:1.000000
	FP => April:[770,5]; score:1.000000
	FP => POWs:[803,4]; score:1.000000
P/R/F:0.064935066/0.5555556/0.116279066; tpCount:5.0; fpCount:72.0; fnCount:4.0
[APW19981109_0440.htm]
***************** Gold Standard: ***********************
	FN => Czech:[582,5]; score:1.000000
	FN => Czech government:[978,16]; score:1.000000
	FN => Radio Free Europe:[150,17]; score:1.000000
 => Prague:[557,6]; score:1.000000
 => Munich, Germany:[1054,15]; score:1.000000
 => ambassador:[538,10]; score:1.000000
 => Iraq:[789,4]; score:1.000000
 => the Hague:[91,9]; score:1.000000
 => broadcast:[763,9]; score:1.000000
 => Soviet:[1112,6]; score:1.000000
 => Cold War:[1181,8]; score:1.000000
 => Iron Curtain:[1154,12]; score:1.000000
 => the Netherlands:[485,15]; score:1.000000
	FN => Farsi:[924,5]; score:1.000000
 => ICJ:[475,3]; score:1.000000
 => Iran:[29,4]; score:1.000000
 => Communist:[1218,9]; score:1.000000
	FN => Kamal Kharrazi:[234,14]; score:1.000000
 => collapse of communism:[1298,21]; score:1.000000

************************ System Result: ***************************
	FP => internal affairs:[306,16]; score:1.000000
	FP => August:[1000,6]; score:1.000000
	FP => radio:[265,5]; score:1.000000
	FP => minute:[877,6]; score:1.000000
	FP => Iran:[299,4]; score:1.000000
	FP => station:[847,7]; score:1.000000
	FP => global:[113,6]; score:1.000000
	FP => Iran:[175,4]; score:1.000000
	FP => level:[656,5]; score:1.000000
	FP => Prague:[1268,6]; score:1.000000
	FP => West:[1204,4]; score:1.000000
	FP => Iran:[952,4]; score:1.000000
	FP => Iran:[443,4]; score:1.000000
 => ICJ:[475,3]; score:1.000000
 => Netherlands:[489,11]; score:1.000000
	FP => reduce:[645,6]; score:1.000000
	FP => station:[743,7]; score:1.000000
	FP => organizations:[429,13]; score:1.000000
	FP => political:[682,9]; score:1.000000
	FP => trial:[812,5]; score:1.000000
	FP => years:[1325,5]; score:1.000000
	FP => funded:[142,6]; score:1.000000
	FP => Foreign Minister:[216,16]; score:1.000000
	FP => East:[1230,4]; score:1.000000
	FP => news:[1103,4]; score:1.000000
	FP => American:[724,8]; score:1.000000
	FP => program:[884,7]; score:1.000000
 => ambassador:[538,10]; score:1.000000
	FP => headquarters:[1252,12]; score:1.000000
	FP => Friday:[799,6]; score:1.000000
 => Communist:[1218,9]; score:1.000000
	FP => International Court of Justice:[56,30]; score:1.000000
	FP => day:[894,3]; score:1.000000
 => Prague:[557,6]; score:1.000000
	FP => period:[818,6]; score:1.000000
	FP => English-language:[383,16]; score:1.000000
 => Munich, Germany:[1054,15]; score:1.000000
	FP => broadcast:[860,9]; score:1.000000
	FP => sponsored:[733,9]; score:1.000000
 => Iron Curtain:[1154,12]; score:1.000000
 => Hague:[95,5]; score:1.000000
	FP => Monday:[195,6]; score:1.000000
	FP => Prague:[709,6]; score:1.000000
	FP => transmitting:[1035,12]; score:1.000000
	FP => Iran:[901,4]; score:1.000000
	FP => protest:[41,7]; score:1.000000
	FP => countries:[1132,9]; score:1.000000
	FP => Iran:[519,4]; score:1.000000
	FP => U.S.:[137,4]; score:1.000000
	FP => Kamal:[234,5]; score:1.000000
	FP => service:[941,7]; score:1.000000
	FP => radio:[621,5]; score:1.000000
	FP => cooperation:[692,11]; score:1.000000
	FP => Iraq:[910,4]; score:1.000000
	FP => quoted:[209,6]; score:1.000000
	FP => assistance:[603,10]; score:1.000000
 => Iraq:[789,4]; score:1.000000
	FP => protest:[569,7]; score:1.000000
 => broadcast:[763,9]; score:1.000000
 => Soviet:[1112,6]; score:1.000000
	FP => economic:[669,8]; score:1.000000
 => Cold War:[1181,8]; score:1.000000
	FP => complaints:[353,10]; score:1.000000
 => Iran:[29,4]; score:1.000000
 => collapse of communism:[1298,21]; score:1.000000
P/R/F:0.21538462/0.7368421/0.33333334; tpCount:14.0; fpCount:51.0; fnCount:5.0
[APW19980917_0818.htm]
***************** Gold Standard: ***********************
 => Tokyo:[133,5]; score:1.000000
 => cult:[72,4]; score:1.000000
	FN => sarin attack:[400,12]; score:1.000000
 => nerve gas:[110,9]; score:1.000000
 => guru:[9,4]; score:1.000000
	FN => defense:[590,7]; score:1.000000
	FN => Shoko Asahara:[292,13]; score:1.000000
 => Tokyo District Court:[781,20]; score:1.000000
 => Aum Shinri Kyo:[328,14]; score:1.000000
	FN => gassing:[514,7]; score:1.000000
 => prosecution:[1049,11]; score:1.000000

************************ System Result: ***************************
 => Tokyo:[133,5]; score:1.000000
	FP => Thursday:[169,8]; score:1.000000
	FP => attack:[1132,6]; score:1.000000
	FP => prosecutors:[211,11]; score:1.000000
	FP => meditate:[1202,8]; score:1.000000
	FP => witnesses:[277,9]; score:1.000000
	FP => defense:[1240,7]; score:1.000000
	FP => leaders:[475,7]; score:1.000000
	FP => attack:[122,6]; score:1.000000
	FP => trial:[163,5]; score:1.000000
	FP => quoted:[1159,6]; score:1.000000
	FP => cultist:[1001,7]; score:1.000000
	FP => top:[997,3]; score:1.000000
 => cult:[72,4]; score:1.000000
	FP => court:[47,5]; score:1.000000
	FP => court:[1072,5]; score:1.000000
	FP => guru:[79,4]; score:1.000000
	FP => attack:[406,6]; score:1.000000
	FP => cult:[470,4]; score:1.000000
	FP => change:[1306,6]; score:1.000000
	FP => cult:[345,4]; score:1.000000
	FP => prosecutors:[1283,11]; score:1.000000
	FP => riding:[928,6]; score:1.000000
	FP => killed:[420,6]; score:1.000000
	FP => chief:[583,5]; score:1.000000
	FP => subways:[141,7]; score:1.000000
	FP => people:[430,6]; score:1.000000
	FP => April:[1229,5]; score:1.000000
	FP => refused:[1295,7]; score:1.000000
	FP => lawyers:[18,7]; score:1.000000
 => prosecution:[1049,11]; score:1.000000
	FP => leader:[313,6]; score:1.000000
	FP => prosecutors:[34,11]; score:1.000000
	FP => March 20:[384,8]; score:1.000000
	FP => court:[734,5]; score:1.000000
 => Tokyo District Court:[781,20]; score:1.000000
 => Aum Shinri Kyo:[328,14]; score:1.000000
	FP => Cult:[3,4]; score:1.000000
	FP => prosecutors:[812,11]; score:1.000000
	FP => March 18:[907,8]; score:1.000000
	FP => negligent:[749,9]; score:1.000000
	FP => trial:[617,5]; score:1.000000
 => nerve gas:[110,9]; score:1.000000
 => guru:[9,4]; score:1.000000
	FP => Yoshihiro:[1009,9]; score:1.000000
	FP => testimony:[252,9]; score:1.000000
	FP => proceedings:[703,11]; score:1.000000
	FP => Inoue:[1019,5]; score:1.000000
	FP => lash:[26,4]; score:1.000000
	FP => Inoue:[1153,5]; score:1.000000
	FP => subway:[866,6]; score:1.000000
	FP => accused:[837,7]; score:1.000000
P/R/F:0.13461539/0.6363636/0.22222222; tpCount:7.0; fpCount:45.0; fnCount:4.0
[APW19981109_0152.htm]
***************** Gold Standard: ***********************
	FN => Czech government:[1008,16]; score:1.000000
	FN => Kamal Kharrazi:[270,14]; score:1.000000
	FN => Czech:[615,5]; score:1.000000
 => Prague:[590,6]; score:1.000000
	FN => Radio Free Europe:[186,17]; score:1.000000
 => Munich, Germany:[1084,15]; score:1.000000
 => Iraq:[819,4]; score:1.000000
 => Soviet:[1142,6]; score:1.000000
 => Cold War:[1211,8]; score:1.000000
 => Iron Curtain:[1184,12]; score:1.000000
