[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => University of Michigan:[1900,1922]; score:0.815724; title:University_of_Michigan; score:0.287388
 => President Ford:[2069,2083]; score:1.080700; title:Gerald_Ford; score:1.000000
	FP => Ford:[3147,3151]; score:0.392091; title:Gerald_Ford; score:0.171085
	FP => Ford:[1930,1934]; score:0.167044; title:Ford_Motor_Company; score:0.161479
	FP => Bush:[3134,3138]; score:0.013983; title:George_W._Bush; score:0.450056
 => Richard Norton Smith:[1073,1093]; score:1.211967; title:Richard_Norton_Smith; score:1.000000
	FP => solemnity:[3210,3219]; score:0.949163; title:Solemnity; score:1.000000
 => Grand Rapids airport:[4121,4141]; score:1.000000; title:Grand_Rapids_Airport; score:0.500000
	FP => Taber:[2112,2117]; score:0.332470; title:Taber,_Alberta; score:0.653745
 => Grand Rapids airport:[1312,1332]; score:1.000000; title:Grand_Rapids_Airport; score:0.500000
 => Michigan:[1511,1519]; score:1.036277; title:Michigan; score:0.220239
	FP => President:[2720,2729]; score:0.778271; title:President_of_the_United_States; score:0.264231
 => Kissinger:[3758,3767]; score:1.019445; title:Henry_Kissinger; score:1.000000
	FP => East Grand Rapids:[688,705]; score:1.146067; title:East_Grand_Rapids,_Michigan; score:1.000000
 => Rancho Mirage:[4355,4368]; score:1.175515; title:Rancho_Mirage,_California; score:1.000000
 => Grand River:[775,786]; score:0.526366; title:Grand_River_(Michigan); score:0.165298
 => NBC:[2772,2775]; score:0.457828; title:NBC; score:0.153972
 => Egypt:[3597,3602]; score:1.152535; title:Egypt; score:0.197344
 => Michigan:[4104,4112]; score:1.139996; title:Michigan; score:0.289123
 => Michigan:[12,20]; score:0.922290; title:Michigan; score:0.197925
 => Ford:[1130,1134]; score:0.517609; title:Gerald_Ford; score:0.149586
 => DeVos Place:[1690,1701]; score:1.000000; title:DeVos_Place_Convention_Center; score:0.500000
	FP => River north:[781,792]; score:0.974158; title:River_North_Gallery_District,_Near_North_Side,_Chicago; score:1.000000
	FP => Episcopal Church:[668,684]; score:0.910054; title:Episcopal_Church_in_the_United_States_of_America; score:0.423175
 => Washington National Cathedral:[1373,1402]; score:1.129389; title:Washington_National_Cathedral; score:1.000000
 => Henry Kissinger:[2826,2841]; score:1.260168; title:Henry_Kissinger; score:1.000000
P/R/F:0.33333334/0.5633803/0.4188482; tpCount:40.0; fpCount:80.0; fnCount:31.0
[TvN16442287.txt]
***************** Gold Standard: ***********************
	FN => Joy Bauer:[3297,3306]; score:1.000000; title:Joy Bauer; score:1.000000
 => LDL-Cholesterol:[835,850]; score:1.000000; title:Low density lipoprotein; score:1.000000
	FN => New Year:[505,513]; score:1.000000; title:New Year; score:1.000000
	FN => American Journal of Clinical Nutrition:[1276,1314]; score:1.000000; title:American Journal of Clinical Nutrition; score:1.000000
	FN => Whole Wheat:[2250,2261]; score:1.000000; title:Whole grain; score:1.000000
 => HDL-Cholesterol:[868,883]; score:1.000000; title:High density lipoprotein; score:1.000000
	FN => Whole Grain:[2270,2281]; score:1.000000; title:Whole grain; score:1.000000
	FN => Joy Bauer:[203,212]; score:1.000000; title:Joy Bauer; score:1.000000
	FN => New Year's resolution:[120,141]; score:1.000000; title:New Year's resolution; score:1.000000
	FN => Joy Bauer:[55,64]; score:1.000000; title:Joy Bauer; score:1.000000

************************ System Result: ***************************
	FP => 2006:[1321,1325]; score:0.323625; title:July_2006; score:0.298384
	FP => diet:[1441,1445]; score:0.636483; title:Diet_(nutrition); score:0.146325
	FP => spoon:[2645,2650]; score:0.926070; title:Spoon; score:0.608949
	FP => American Journal of Clinical Nutrition:[1276,1314]; score:1.000000; title:The_American_Journal_of_Clinical_Nutrition; score:0.500000
	FP => Antioxidants:[1019,1031]; score:1.105910; title:Antioxidant; score:1.000000
	FP => Clinical Nutrition:[1296,1314]; score:1.139163; title:Nutrition; score:1.000000
	FP => Walnuts:[1470,1477]; score:1.402941; title:Walnut; score:0.756055
	FP => Learn:[1803,1808]; score:1.000000; title:Learning; score:0.500000
	FP => grain:[1750,1755]; score:0.999772; title:Cereal; score:0.292375
	FP => Food & Beverage:[1947,1962]; score:1.000000; title:Food_and_Beverage; score:0.500000
	FP => Annual Scientific Meeting:[2461,2486]; score:0.944463; title:Academic_conference; score:1.000000
	FP => Sara Lee:[1938,1946]; score:0.000000; title:Sara_Lee_(musician); score:0.601473
	FP => Cloves:[1564,1570]; score:0.986963; title:Clove; score:1.000000
	FP => spoon:[2757,2762]; score:1.091717; title:Spoon; score:0.607798
	FP => Blackberries:[1453,1465]; score:1.050267; title:Blackberry; score:1.000000
	FP => blood:[564,569]; score:0.922910; title:Blood; score:0.193640
	FP => sugar:[635,640]; score:0.192651; title:Sugar; score:0.190952
	FP => starch:[1658,1664]; score:1.195844; title:Starch; score:1.000000
	FP => the New Year:[501,513]; score:1.000000; title:The_New_Year; score:0.500000
	FP => Strawberries:[1482,1494]; score:0.560569; title:Garden_strawberry; score:0.576877
	FP => grains:[1603,1609]; score:0.456514; title:Cereal; score:0.186870
	FP => calories:[3092,3100]; score:0.559627; title:Calorie; score:0.699113
	FP => radicals:[1228,1236]; score:0.824488; title:Radical_(chemistry); score:0.170367
	FP => American:[1276,1284]; score:0.695420; title:United_States; score:0.165518
	FP => pasta:[1707,1712]; score:1.266270; title:Pasta; score:1.000000
	FP => 2007:[29,33]; score:0.664154; title:2007; score:0.138068
	FP => whole wheat:[1695,1706]; score:1.186855; title:Whole_grain; score:1.000000
	FP => bread:[1830,1835]; score:0.760491; title:Bread; score:0.342972
	FP => brown rice:[1683,1693]; score:1.203426; title:Brown_rice; score:1.000000
	FP => grain:[2166,2171]; score:1.449951; title:Cereal; score:0.373353
	FP => experiment:[2419,2429]; score:1.077302; title:Experiment; score:0.235271
	FP => disease:[1179,1186]; score:0.689610; title:Disease; score:0.182165
 => LDL-Cholesterol:[835,850]; score:1.000000; title:Low-density_lipoprotein; score:0.500000
	FP => Cranberries:[1516,1527]; score:1.355210; title:Cranberry; score:0.838810
	FP => faro:[1779,1783]; score:0.803453; title:Faro_(card_game); score:1.000000
	FP => calories:[2995,3003]; score:0.393445; title:Calorie; score:0.672631
	FP => July 2006:[1316,1325]; score:0.491618; title:July_2006; score:0.308056
	FP => Joy Bauer:[55,64]; score:1.000000; title:Joy_Bauer; score:0.500000
	FP => Artichokes:[1499,1509]; score:0.881392; title:Artichoke; score:1.000000
	FP => calories:[3131,3139]; score:0.696117; title:Calorie; score:0.712926
	FP => millet:[1771,1777]; score:1.077517; title:Millet; score:0.593673
	FP => nutrition:[3279,3288]; score:1.371068; title:Nutrition; score:0.597771
	FP => whole grain:[1714,1725]; score:1.256695; title:Whole_grain; score:1.000000
	FP => comfortably:[2884,2895]; score:1.000000; title:Comfort; score:0.500000
	FP => bread:[1726,1731]; score:0.813466; title:Bread; score:0.438954
	FP => ante:[1011,1015]; score:0.937906; title:Betting_(poker); score:1.000000
	FP => blood sugar:[629,640]; score:1.019925; title:Blood_sugar; score:0.710546
	FP => Know:[474,478]; score:1.000000; title:Knowledge; score:0.500000
	FP => healthy eating:[3257,3271]; score:1.003237; title:Healthy_diet; score:1.000000
	FP => nutritionist:[42,54]; score:0.183144; title:Nutritionist; score:0.671784
	FP => Joy Bauer:[203,212]; score:1.000000; title:Joy_Bauer; score:0.500000
	FP => pasta:[2524,2529]; score:1.212929; title:Pasta; score:1.000000
	FP => Antioxidants:[1094,1106]; score:1.168522; title:Antioxidant; score:1.000000
	FP => bread:[2219,2224]; score:0.968904; title:Bread; score:0.378219
	FP => rice:[1689,1693]; score:1.067584; title:Rice; score:0.543392
	FP => cancer:[1162,1168]; score:1.272741; title:Cancer; score:0.424352
	FP => American Journal:[1276,1292]; score:1.000000; title:American_Journal; score:0.500000
	FP => whole grains:[1597,1609]; score:1.125499; title:Whole_grain; score:1.000000
	FP => blood:[629,634]; score:1.076730; title:Blood; score:0.217420
	FP => wheat:[1701,1706]; score:0.697230; title:Wheat; score:0.509962
	FP => Nutritionist:[190,202]; score:0.965115; title:Nutritionist; score:1.000000
 => HDL-Cholesterol:[868,883]; score:1.000000; title:High-density_lipoprotein; score:0.500000
	FP => calories:[3162,3170]; score:0.691774; title:Calorie; score:0.712681
	FP => blood pressure:[564,578]; score:0.911425; title:Blood_pressure; score:0.610850
	FP => aisle:[2225,2230]; score:0.494685; title:Aisle; score:0.695193
	FP => plant:[1075,1080]; score:0.910874; title:Plant; score:0.153388
	FP => doctor:[542,548]; score:0.513931; title:Physician; score:0.135018
	FP => bread:[2016,2021]; score:1.090230; title:Bread; score:0.399888
	FP => free radicals:[1223,1236]; score:0.477347; title:Radical_(chemistry); score:0.512480
	FP => antioxidants:[1372,1384]; score:0.537698; title:Antioxidant; score:0.667986
	FP => cholesterol:[599,610]; score:1.091563; title:Cholesterol; score:1.000000
	FP => grain:[1720,1725]; score:1.189265; title:Cereal; score:0.355743
	FP => bread:[1893,1898]; score:1.104096; title:Bread; score:0.374186
	FP => heart disease:[1173,1186]; score:0.518588; title:Heart_disease; score:0.403120
	FP => spoon:[2600,2605]; score:1.136804; title:Spoon; score:0.638743
	FP => Blueberries:[1548,1559]; score:1.078996; title:Blueberry; score:1.000000
	FP => Nutrition:[1305,1314]; score:1.148596; title:Nutrition; score:1.000000
	FP => 2007:[1611,1615]; score:0.757735; title:2007; score:0.134470
	FP => mmHg:[791,795]; score:1.174794; title:Torr; score:1.000000
	FP => whole grain:[2160,2171]; score:1.140988; title:Whole_grain; score:1.000000
	FP => Raspberries:[1532,1543]; score:0.753268; title:Raspberry; score:0.607410
	FP => calories:[2937,2945]; score:0.619160; title:Calorie; score:0.679981
P/R/F:0.024390243/0.2/0.04347826; tpCount:2.0; fpCount:80.0; fnCount:8.0
[USN16443053.txt]
***************** Gold Standard: ***********************
 => Cleveland:[629,638]; score:1.000000; title:Cleveland, Ohio; score:1.000000
 => Hurricane Katrina:[2638,2655]; score:1.000000; title:Hurricane Katrina; score:1.000000
	FN => New York:[2410,2418]; score:1.000000; title:New York City; score:1.000000
 => U.S.:[154,158]; score:1.000000; title:United States; score:1.000000
	FN => New York:[2603,2611]; score:1.000000; title:New York City; score:1.000000
	FN => N.D.:[5051,5055]; score:1.000000; title:North Dakota; score:1.000000
	FN => American Samoa:[4798,4812]; score:1.000000; title:American Samoa; score:1.000000
 => Washington:[480,490]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Ohio:[541,545]; score:1.000000; title:Ohio; score:1.000000
 => Homeland Security Department:[1193,1221]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
	FN => San Diego:[498,507]; score:1.000000; title:San Diego, California; score:1.000000
	FN => Wyo.:[586,590]; score:1.000000; title:Wyoming; score:1.000000
 => Columbus:[531,539]; score:1.000000; title:Columbus, Ohio; score:1.000000
	FN => La.:[653,656]; score:1.000000; title:Louisiana; score:1.000000
 => Baton Rouge:[640,651]; score:1.000000; title:Baton Rouge, Louisiana; score:1.000000
 => U.S.:[13,17]; score:1.000000; title:United States; score:1.000000
 => Michael Chertoff:[1981,1997]; score:1.000000; title:Michael Chertoff; score:1.000000
 => Sioux Falls:[547,558]; score:1.000000; title:Sioux Falls, South Dakota; score:1.000000
 => Chicago:[620,627]; score:1.000000; title:Chicago, Illinois; score:1.000000
 => Baton Rouge:[4660,4671]; score:1.000000; title:Baton Rouge, Louisiana; score:1.000000
	FN => The Associated Press:[372,392]; score:1.000000; title:The Associated Press; score:1.000000
	FN => Minneapolis-St. Paul:[509,529]; score:1.000000; title:Minneapolis-St. Paul; score:1.000000
 => Mandan:[5025,5031]; score:1.000000; title:Mandan, North Dakota; score:1.000000
 => U.S. territories:[765,781]; score:1.000000; title:U.S. territories; score:1.000000
 => Congress:[4092,4100]; score:1.000000; title:United States Congress; score:1.000000
	FN => Mandan:[4763,4769]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => Homeland Security:[1833,1850]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
	FN => N.D.:[4771,4775]; score:1.000000; title:North Dakota; score:1.000000
 => Congress:[1275,1283]; score:1.000000; title:United States Congress; score:1.000000
 => San Francisco:[3736,3749]; score:1.000000; title:San Francisco, California; score:1.000000
	FN => World Trade Center:[2287,2305]; score:1.000000; title:World Trade Center; score:1.000000
	FN => WASHINGTON:[126,136]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Chicago:[4637,4644]; score:1.000000; title:Chicago, Illinois; score:1.000000
 => D.C.:[492,496]; score:1.000000; title:District of Columbia; score:1.000000
	FN => American Samoa:[676,690]; score:1.000000; title:American Samoa; score:1.000000
	FN => N.D.:[666,670]; score:1.000000; title:North Dakota; score:1.000000
	FN => Homeland Security:[1953,1970]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => Morton County:[5036,5049]; score:1.000000; title:Morton County, North Dakota; score:1.000000
 => Homeland Security Department:[4299,4327]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => Cleveland:[4646,4655]; score:1.000000; title:Cleveland, Ohio; score:1.000000
	FN => New York:[2106,2114]; score:1.000000; title:New York City; score:1.000000
	FN => Mandan:[658,664]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => S.D.:[560,564]; score:1.000000; title:South Dakota; score:1.000000
 => Charles Schumer:[1720,1735]; score:1.000000; title:Charles Schumer; score:1.000000
 => Laramie County:[570,584]; score:1.000000; title:Laramie County, Wyoming; score:1.000000

************************ System Result: ***************************
	FP => Thirteen:[2563,2571]; score:0.029391; title:Thirteen_(film); score:0.239042
	FP => emergency communications systems:[4024,4056]; score:1.000000; title:Emergency_communication_system; score:0.500000
 => U.S. territories:[765,781]; score:0.453700; title:Territories_of_the_United_States; score:0.314934
	FP => Lawmakers:[4251,4260]; score:1.000000; title:Legislator; score:0.500000
	FP => governance:[3798,3808]; score:0.345979; title:Governance; score:0.176291
 => Ohio:[541,545]; score:1.167164; title:Ohio; score:0.224476
	FP => emergency communications:[3642,3666]; score:0.931618; title:Amateur_radio_emergency_communications; score:1.000000
 => Chicago:[4637,4644]; score:1.247935; title:Chicago; score:0.162155
 => Baton Rouge, La:[640,655]; score:1.000000; title:Baton_Rouge,_Louisiana; score:0.500000
	FP => Sept. 11 terrorist attacks:[294,320]; score:1.074550; title:September_11,_2001_attacks; score:1.000000
	FP => New York:[2410,2418]; score:0.444743; title:New_York; score:0.170826
 => Mandan:[5025,5031]; score:0.630930; title:Mandan,_North_Dakota; score:0.490993
 => Cleveland:[4646,4655]; score:0.784747; title:Cleveland,_Ohio; score:0.142333
	FP => U.S.:[765,769]; score:0.717986; title:United_States; score:0.167225
	FP => New York:[2106,2114]; score:0.384845; title:New_York; score:0.182429
	FP => police radio:[2348,2360]; score:0.000000; title:Police_radio; score:0.554577
	FP => emergency workers:[881,898]; score:1.003838; title:Emergency_service; score:1.000000
	FP => Mandan:[4763,4769]; score:0.237199; title:Mandan; score:0.485718
	FP => Homeland Security:[1833,1850]; score:0.040381; title:Homeland_security; score:0.278975
	FP => Mandan:[658,664]; score:0.350428; title:Mandan; score:0.418764
 => Sen. Charles Schumer:[1715,1735]; score:1.000000; title:Chuck_Schumer; score:0.500000
	FP => police:[2348,2354]; score:0.989410; title:Police; score:0.200499
	FP => emergency communications:[98,122]; score:0.892606; title:Amateur_radio_emergency_communications; score:1.000000
	FP => interoperable:[2042,2055]; score:1.023728; title:Interoperability; score:0.710028
 => San Francisco:[3736,3749]; score:0.709834; title:San_Francisco,_California; score:0.154938
	FP => emergency agencies:[1384,1402]; score:0.982621; title:Emergency_service; score:1.000000
	FP => Democrats:[1295,1304]; score:0.860741; title:Democratic_Party_(United_States); score:0.189549
	FP => first responders:[3978,3994]; score:0.314711; title:First_responder; score:0.612649
 => U.S.:[154,158]; score:0.775371; title:United_States; score:0.184286
	FP => lagged:[1153,1159]; score:1.000000; title:Lag; score:0.500000
	FP => Sept. 11 attacks:[3884,3900]; score:1.031245; title:September_11,_2001_attacks; score:1.000000
	FP => Sept. 11:[294,302]; score:1.119784; title:September_11,_2001_attacks; score:1.000000
