[APW19980903_1073.htm]
***************** Gold Standard: ***********************
 => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
	FN => repatriation:[918,930]; score:1.000000; title:Repatriation; score:1.000000

************************ System Result: ***************************
	FP => POWs:[832,836]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => POW:[349,352]; score:1.000000; title:Prisoner_of_war; score:0.970588
	FP => Iraq:[3,7]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraq:[1160,1164]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraq:[646,650]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraqi:[251,256]; score:1.000000; title:Iraqi_Arabic; score:1.000000
 => International Committee of the Red Cross:[981,1021]; score:1.000000; title:International_Committee_of_the_Red_Cross; score:1.000000
	FP => POWs:[1291,1295]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => Iraq:[655,659]; score:1.000000; title:Iraq; score:0.988987
	FP => POW:[35,38]; score:1.000000; title:Prisoner_of_war; score:0.970588
 => Iran:[60,64]; score:1.000000; title:Iran; score:1.000000
	FP => Iranian:[936,943]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => Red Cross:[1056,1065]; score:1.000000; title:International_Red_Cross_and_Red_Crescent_Movement; score:0.937500
 => Iran-Iraq:[1174,1183]; score:1.000000; title:Iran–Iraq_War; score:0.995025
	FP => Iraq:[91,95]; score:1.000000; title:Iraq; score:0.988987
	FP => Iranian:[598,605]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => Iraqis:[1100,1106]; score:1.000000; title:Iraqi_people; score:0.356122
	FP => Iran:[780,784]; score:1.000000; title:Iran; score:1.000000
	FP => Iranian:[282,289]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => Iran:[9,13]; score:1.000000; title:Iran; score:1.000000
	FP => Iranians:[845,853]; score:1.000000; title:Iran; score:1.000000
 => Tehran:[612,618]; score:1.000000; title:Tehran; score:1.000000
 => Baghdad:[226,233]; score:1.000000; title:Baghdad; score:1.000000
	FP => Iranian:[705,712]; score:1.000000; title:Iranian_peoples; score:1.000000
 => Iraq:[48,52]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraq:[815,819]; score:1.000000; title:Iraq; score:0.988987
	FP => Baghdad:[485,492]; score:1.000000; title:Baghdad; score:1.000000
 => Iraqi News Agency:[379,396]; score:1.000000; title:National_Iraqi_News_Agency; score:0.833333
	FP => Baghdad:[552,559]; score:1.000000; title:Baghdad; score:1.000000
	FP => Iran:[342,346]; score:1.000000; title:Iran; score:1.000000
	FP => Iran:[1110,1114]; score:1.000000; title:Iran; score:1.000000
P/R/F:0.22580644/0.6363636/0.3333333; tpCount:7.0; fpCount:24.0; fnCount:4.0
[APW19980713_0449.htm]
***************** Gold Standard: ***********************
 => Bonn:[993,997]; score:1.000000; title:Bonn; score:1.000000
	FN => trains:[117,123]; score:1.000000; title:Train; score:1.000000
 => Germany:[128,135]; score:1.000000; title:Germany; score:1.000000
	FN => planes:[104,110]; score:1.000000; title:Fixed-wing aircraft; score:1.000000
 => Deutsche Bahn:[641,654]; score:1.000000; title:Deutsche Bahn; score:1.000000
 => Cologne:[500,507]; score:1.000000; title:Cologne; score:1.000000
 => Frankfurt:[355,364]; score:1.000000; title:Frankfurt; score:1.000000
	FN => main hub:[340,348]; score:1.000000; title:Airline hub; score:1.000000
	FN => German railway:[15,29]; score:1.000000; title:Rail transport in Germany; score:1.000000
 => United:[1073,1079]; score:1.000000; title:United Airlines; score:1.000000
	FN => SAS:[1087,1090]; score:1.000000; title:Scandinavian Airlines System; score:1.000000
 => Wuerzburg:[1002,1011]; score:1.000000; title:Würzburg; score:1.000000
	FN => landing slots:[554,567]; score:1.000000; title:Landing slots; score:1.000000
 => Lufthansa:[155,164]; score:1.000000; title:Lufthansa; score:1.000000

************************ System Result: ***************************
	FP => German:[176,182]; score:1.000000; title:German_language; score:0.365524
	FP => Lufthansa:[630,639]; score:1.000000; title:Lufthansa; score:1.000000
	FP => Nuremberg:[1018,1027]; score:1.000000; title:Nuremberg; score:0.798786
 => Deutsche Bahn:[641,654]; score:1.000000; title:Deutsche_Bahn; score:1.000000
 => Cologne:[500,507]; score:1.000000; title:Cologne; score:1.000000
	FP => Duesseldorf:[970,981]; score:1.000000; title:Düsseldorf; score:1.000000
	FP => Frankfurt:[485,494]; score:1.000000; title:Frankfurt_am_Main; score:0.784255
 => Frankfurt:[355,364]; score:1.000000; title:Frankfurt_am_Main; score:0.784255
	FP => Lufthansa:[327,336]; score:1.000000; title:Lufthansa; score:1.000000
 => United:[1073,1079]; score:1.000000; title:United_Airlines; score:0.143046
	FP => SAS:[1087,1090]; score:1.000000; title:Freedom_and_Solidarity; score:0.902098
	FP => Lufthansa:[3,12]; score:1.000000; title:Lufthansa; score:1.000000
	FP => Johannes Ludewig:[1358,1374]; score:1.000000; title:Johannes_Ludewig; score:1.000000
	FP => Deutsche Bahn:[1338,1351]; score:1.000000; title:Deutsche_Bahn; score:1.000000
 => Bonn:[993,997]; score:1.000000; title:Bonn; score:1.000000
 => Germany:[128,135]; score:1.000000; title:Germany; score:0.731908
	FP => German:[15,21]; score:1.000000; title:German_language; score:0.365524
	FP => Cologne:[983,990]; score:1.000000; title:Cologne; score:1.000000
	FP => Frankfurt:[773,782]; score:1.000000; title:Frankfurt_am_Main; score:0.784255
	FP => Saarbruecken:[822,834]; score:1.000000; title:Saarbrücken; score:0.977012
 => Wuerzburg:[1002,1011]; score:1.000000; title:Würzburg; score:0.978947
	FP => Lufthansa:[1444,1453]; score:1.000000; title:Lufthansa; score:1.000000
	FP => Lufthansa:[737,746]; score:1.000000; title:Lufthansa; score:1.000000
	FP => Lufthansa:[1053,1062]; score:1.000000; title:Lufthansa; score:1.000000
	FP => Lufthansa:[411,420]; score:1.000000; title:Lufthansa; score:1.000000
 => Lufthansa:[155,164]; score:1.000000; title:Lufthansa; score:1.000000
P/R/F:0.30769232/0.5714286/0.4; tpCount:8.0; fpCount:18.0; fnCount:6.0
[APW19980811_0512.htm]
***************** Gold Standard: ***********************
	FN => nerve gas:[1216,1225]; score:1.000000; title:Nerve agent; score:1.000000
	FN => numbness:[604,612]; score:1.000000; title:Paresthesia; score:1.000000
	FN => sodium azide:[890,902]; score:1.000000; title:sodium azide; score:1.000000
	FN => police:[242,248]; score:1.000000; title:Law enforcement in Japan; score:1.000000
	FN => wood preservative:[455,472]; score:1.000000; title:Lumber; score:1.000000
	FN => sodium compound:[179,194]; score:1.000000; title:Sodium; score:1.000000
	FN => toxic:[170,175]; score:1.000000; title:Toxicity; score:1.000000
	FN => copycat:[827,834]; score:1.000000; title:Copycat crimes; score:1.000000
 => Niigata:[487,494]; score:1.000000; title:Niigata Prefecture; score:1.000000
	FN => central nervous system:[215,237]; score:1.000000; title:central nervous system; score:1.000000
	FN => curry:[701,706]; score:1.000000; title:Curry; score:1.000000
	FN => cyanide:[721,728]; score:1.000000; title:cyanide; score:1.000000
	FN => nausea:[590,596]; score:1.000000; title:nausea; score:1.000000
	FN => March 1995:[1202,1212]; score:1.000000; title:1995; score:1.000000
	FN => liver disorders:[1103,1118]; score:1.000000; title:Hepato-biliary diseases; score:1.000000
	FN => arsenic:[736,743]; score:1.000000; title:arsenic; score:1.000000
	FN => air-bag:[962,969]; score:1.000000; title:Airbag; score:1.000000
 => Aum Shinri Kyo:[1272,1286]; score:1.000000; title:Aum Shinrikyo; score:1.000000
 => Tokyo:[539,544]; score:1.000000; title:Tokyo; score:1.000000
	FN => tea:[33,36]; score:1.000000; title:Tea; score:1.000000
	FN => Niigata City:[1169,1181]; score:1.000000; title:Niigata, Niigata; score:1.000000

************************ System Result: ***************************
 => Niigata:[487,494]; score:1.000000; title:Niigata_Prefecture; score:1.000000
	FP => Japan:[795,800]; score:1.000000; title:Japan; score:0.776641
	FP => Tokyo:[1238,1243]; score:1.000000; title:Tokyo; score:0.894433
	FP => Japan:[664,669]; score:1.000000; title:Japan; score:0.776641
 => Aum Shinri Kyo:[1272,1286]; score:1.000000; title:Aum_Shinrikyo; score:1.000000
	FP => Japan:[1312,1317]; score:1.000000; title:Japan; score:0.776641
	FP => Japanese:[84,92]; score:1.000000; title:Japanese_language; score:0.295831
 => Tokyo:[539,544]; score:1.000000; title:Tokyo; score:0.894433
P/R/F:0.375/0.14285715/0.20689657; tpCount:3.0; fpCount:5.0; fnCount:18.0
[APW19980625_1136.htm]
***************** Gold Standard: ***********************
	FN => violent crime:[1442,1455]; score:1.000000; title:Violent crime; score:1.000000
	FN => Lagos:[239,244]; score:1.000000; title:Lagos; score:1.000000
	FN => Air Afrique:[60,71]; score:1.000000; title:Air Afrique; score:1.000000
	FN => tarmac:[1230,1236]; score:1.000000; title:Tarmac; score:1.000000
 => Cameroon Airlines:[1132,1149]; score:1.000000; title:Cameroon Airlines; score:1.000000
 => Nigeria:[1367,1374]; score:1.000000; title:Nigeria; score:1.000000
	FN => distress call:[707,720]; score:1.000000; title:Distress signal; score:1.000000
	FN => Boeing:[75,81]; score:1.000000; title:Boeing; score:1.000000
	FN => Guardian newspaper:[248,266]; score:1.000000; title:The Guardian (Nigeria); score:1.000000
	FN => Nigeria's largest international airport:[191,230]; score:1.000000; title:Murtala Mohammed International Airport; score:1.000000
	FN => Security:[767,775]; score:1.000000; title:Airport security; score:1.000000

************************ System Result: ***************************
	FP => Nigerian:[37,45]; score:1.000000; title:Nigeria; score:0.924528
	FP => Guardian:[533,541]; score:1.000000; title:The_Guardian; score:0.415606
 => Cameroon Airlines:[1132,1149]; score:1.000000; title:Cameroon_Airlines; score:1.000000
 => Nigeria:[1367,1374]; score:1.000000; title:Nigeria; score:0.671459
	FP => Africa:[1378,1384]; score:1.000000; title:Africa; score:1.000000
	FP => Lagos:[455,460]; score:1.000000; title:Lagos; score:1.000000
	FP => Nigeria:[191,198]; score:1.000000; title:Nigeria; score:0.671459
P/R/F:0.2857143/0.18181819/0.22222222; tpCount:2.0; fpCount:5.0; fnCount:9.0
[APW19990120_0179.htm]
***************** Gold Standard: ***********************
 => Beanie Babies:[96,109]; score:1.000000; title:Beanie Baby; score:1.000000
 => Rembrandt:[165,174]; score:1.000000; title:Rembrandt; score:1.000000
	FN => sports memorabilia:[394,412]; score:1.000000; title:Sports memorabilia; score:1.000000
	FN => collectibles:[426,438]; score:1.000000; title:Collectible; score:1.000000
	FN => auction house:[224,237]; score:1.000000; title:Auction; score:1.000000
 => Sotheby:[194,201]; score:1.000000; title:Sotheby's; score:1.000000
	FN => baseball:[860,868]; score:1.000000; title:Baseball; score:1.000000
	FN => online auction:[810,824]; score:1.000000; title:Online auction business model; score:1.000000
	FN => charge card:[1278,1289]; score:1.000000; title:charge card; score:1.000000
	FN => New York:[212,220]; score:1.000000; title:New York City; score:1.000000
	FN => antiques:[367,375]; score:1.000000; title:Antique; score:1.000000
	FN => Christie:[1332,1340]; score:1.000000; title:Christie's; score:1.000000

************************ System Result: ***************************
 => Beanie Babies:[96,109]; score:1.000000; title:Beanie_Baby; score:1.000000
	FP => New York:[1361,1369]; score:1.000000; title:New_York; score:0.576837
 => Rembrandt:[165,174]; score:1.000000; title:Rembrandt; score:1.000000
	FP => AP:[49,51]; score:1.000000; title:Associated_Press; score:0.380451
	FP => Christie:[1332,1340]; score:1.000000; title:Christie_Brinkley; score:1.000000
	FP => Sotheby's:[1103,1112]; score:1.000000; title:Sotheby's; score:1.000000
	FP => New York:[212,220]; score:1.000000; title:New_York; score:0.576837
 => Sotheby:[194,201]; score:1.000000; title:Sotheby's; score:0.982337
	FP => Sotheby:[787,794]; score:1.000000; title:Sotheby's; score:0.982337
	FP => Internet:[1032,1040]; score:1.000000; title:Internet; score:0.954307
	FP => Internet:[312,320]; score:1.000000; title:Internet; score:0.954307
	FP => Susan Solomon:[741,754]; score:1.000000; title:Susan_Solomon; score:0.996785
P/R/F:0.25/0.25/0.25; tpCount:3.0; fpCount:9.0; fnCount:9.0
[APW19981020_1367.htm]
***************** Gold Standard: ***********************
	FN => Challenger:[639,649]; score:1.000000; title:Space Shuttle Challenger; score:1.000000
 => Shannon Lucid:[1068,1081]; score:1.000000; title:Shannon Lucid; score:1.000000
	FN => Soyuz spacecraft:[444,460]; score:1.000000; title:Soyuz spacecraft; score:1.000000
	FN => Edward White:[216,228]; score:1.000000; title:Edward Higgins White; score:1.000000
	FN => Columbia:[498,506]; score:1.000000; title:Space Shuttle Columbia; score:1.000000
	FN => Apollo 11:[330,339]; score:1.000000; title:Apollo 11; score:1.000000
	FN => Mir:[963,966]; score:1.000000; title:Mir; score:1.000000
 => Hubble Space Telescope:[710,732]; score:1.000000; title:Hubble Space Telescope; score:1.000000
	FN => Discovery:[1284,1293]; score:1.000000; title:Space Shuttle Discovery; score:1.000000
 => Gus Grissom:[200,211]; score:1.000000; title:Gus Grissom; score:1.000000
	FN => orbit:[172,177]; score:1.000000; title:orbit; score:1.000000
 => Roger Chaffee:[239,252]; score:1.000000; title:Roger B. Chaffee; score:1.000000
	FN => Atlantis:[989,997]; score:1.000000; title:Space Shuttle Atlantis; score:1.000000
 => Neil Armstrong:[345,359]; score:1.000000; title:Neil Armstrong; score:1.000000
	FN => space shuttle:[525,538]; score:1.000000; title:space shuttle; score:1.000000
	FN => spacecraft:[275,285]; score:1.000000; title:spacecraft; score:1.000000
	FN => rocket:[901,907]; score:1.000000; title:rocket; score:1.000000
 => Buzz Aldrin:[367,378]; score:1.000000; title:Buzz Aldrin; score:1.000000
	FN => Story Musgrave:[1207,1221]; score:1.000000; title:Story Musgrave; score:1.000000
 => Norman Thagard:[837,851]; score:1.000000; title:Norman Thagard; score:1.000000
	FN => moon:[390,394]; score:1.000000; title:Moon; score:1.000000
 => Sally Ride:[568,578]; score:1.000000; title:Sally Ride; score:1.000000
 => John Glenn:[132,142]; score:1.000000; title:John Glenn; score:1.000000
	FN => launch pad:[297,307]; score:1.000000; title:Launch pad; score:1.000000
	FN => Apollo 1:[263,271]; score:1.000000; title:Apollo 1; score:1.000000
 => Alan Shepard:[65,77]; score:1.000000; title:Alan Shepard; score:1.000000

************************ System Result: ***************************
	FP => Atlantis:[989,997]; score:1.000000; title:IrcII; score:1.000000
	FP => Mir:[1011,1014]; score:1.000000; title:Mir; score:1.000000
	FP => American:[94,102]; score:1.000000; title:United_States; score:1.000000
	FP => American:[159,167]; score:1.000000; title:United_States; score:1.000000
	FP => American:[863,871]; score:1.000000; title:United_States; score:1.000000
 => Shannon Lucid:[1068,1081]; score:1.000000; title:Shannon_Lucid; score:0.992386
	FP => American:[595,603]; score:1.000000; title:United_States; score:1.000000
	FP => Shepard:[3,10]; score:1.000000; title:Alan_Shepard; score:1.000000
	FP => American Apollo:[416,431]; score:1.000000; title:American_Apollo; score:1.000000
 => Hubble Space Telescope:[710,732]; score:1.000000; title:Hubble_Space_Telescope; score:1.000000
 => Gus Grissom:[200,211]; score:1.000000; title:Gus_Grissom; score:1.000000
 => Roger Chaffee:[239,252]; score:1.000000; title:Roger_B._Chaffee; score:1.000000
 => Neil Armstrong:[345,359]; score:1.000000; title:Neil_Armstrong; score:1.000000
	FP => Glenn:[12,17]; score:1.000000; title:Glenn_County,_California; score:0.176806
 => Buzz Aldrin:[367,378]; score:1.000000; title:Buzz_Aldrin; score:1.000000
 => Norman Thagard:[837,851]; score:1.000000; title:Norman_Thagard; score:1.000000
 => Sally Ride:[568,578]; score:1.000000; title:Sally_Ride; score:1.000000
	FP => Russian:[892,899]; score:1.000000; title:Russian_language; score:0.464618
	FP => John Glenn:[1343,1353]; score:1.000000; title:John_Glenn; score:1.000000
	FP => Apollo:[263,269]; score:1.000000; title:Apollo; score:0.843243
	FP => U.S.:[1130,1134]; score:1.000000; title:United_States; score:0.803799
 => John Glenn:[132,142]; score:1.000000; title:John_Glenn; score:1.000000
	FP => Apollo:[330,336]; score:1.000000; title:Apollo; score:0.843243
	FP => American:[944,952]; score:1.000000; title:United_States; score:1.000000
	FP => Columbia:[498,506]; score:1.000000; title:Columbia_Records; score:0.197968
 => Alan Shepard:[65,77]; score:1.000000; title:Alan_Shepard; score:1.000000
	FP => Musgrave:[1213,1221]; score:1.000000; title:Musgrave; score:0.264234
P/R/F:0.37037036/0.3846154/0.3773585; tpCount:10.0; fpCount:17.0; fnCount:16.0
[APW19980620_0458.htm]
***************** Gold Standard: ***********************
 => Associated Press:[928,944]; score:1.000000; title:Associated Press; score:1.000000
	FN => prisoner of war:[84,99]; score:1.000000; title:prisoner of war; score:1.000000
 => Iran-Iraq War:[704,717]; score:1.000000; title:Iran-Iraq War; score:1.000000
 => Iraqi News Agency:[257,274]; score:1.000000; title:National Iraqi News Agency; score:1.000000
 => Baghdad:[891,898]; score:1.000000; title:Baghdad; score:1.000000
 => International Committee of the Red Cross:[798,838]; score:1.000000; title:International Committee of the Red Cross; score:1.000000
 => Mohammed Saeed al-Sahhaf:[314,338]; score:1.000000; title:Muhammad Saeed al-Sahhaf; score:1.000000
 => Iran:[74,78]; score:1.000000; title:Iran; score:1.000000
 => Iraqi Cabinet ministers:[127,150]; score:1.000000; title:Council of Ministers of Iraq; score:1.000000
	FN => Missing-In-Action:[451,468]; score:1.000000; title:Missing in action; score:1.000000

************************ System Result: ***************************
	FP => Iraqi:[290,295]; score:1.000000; title:Iraqi_Arabic; score:1.000000
	FP => POWs:[763,767]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => Iraq:[1083,1087]; score:1.000000; title:Iraq; score:0.988987
 => Associated Press:[928,944]; score:1.000000; title:Associated_Press; score:1.000000
	FP => ICRC:[867,871]; score:1.000000; title:International_Committee_of_the_Red_Cross; score:0.943638
	FP => POWs:[505,509]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => Iranian:[661,668]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => Iraq:[611,615]; score:1.000000; title:Iraq; score:0.988987
 => Baghdad:[891,898]; score:1.000000; title:Baghdad; score:1.000000
 => International Committee of the Red Cross:[798,838]; score:1.000000; title:International_Committee_of_the_Red_Cross; score:1.000000
	FP => INA:[479,482]; score:1.000000; title:Ina_River; score:0.328522
 => Iran-Iraq War:[704,717]; score:1.000000; title:Iran–Iraq_War; score:0.991630
 => Iran:[74,78]; score:1.000000; title:Iran; score:1.000000
	FP => POWs:[1100,1104]; score:1.000000; title:Prisoner_of_war; score:1.000000
	FP => Iranians:[1113,1121]; score:1.000000; title:Iran; score:1.000000
	FP => Iran-Iraq War:[1255,1268]; score:1.000000; title:Iran–Iraq_War; score:0.991630
	FP => Iranian:[3,10]; score:1.000000; title:Iranian_peoples; score:1.000000
	FP => Iraq:[237,241]; score:1.000000; title:Iraq; score:0.988987
 => Iraqi News Agency:[257,274]; score:1.000000; title:National_Iraqi_News_Agency; score:0.833333
	FP => POWs:[996,1000]; score:1.000000; title:Prisoner_of_war; score:1.000000
 => Mohammed Saeed al-Sahhaf:[314,338]; score:1.000000; title:Muhammad_Saeed_al-Sahhaf; score:1.000000
	FP => Iran:[1048,1052]; score:1.000000; title:Iran; score:1.000000
 => Iraqi Cabinet:[127,140]; score:1.000000; title:Council_of_Ministers_of_Iraq; score:1.000000
	FP => Iraqi:[43,48]; score:1.000000; title:Iraqi_Arabic; score:1.000000
P/R/F:0.33333334/0.8/0.47058827; tpCount:8.0; fpCount:16.0; fnCount:2.0
[APW19981215_1083.htm]
***************** Gold Standard: ***********************
 => Switzerland:[908,919]; score:1.000000; title:Switzerland; score:1.000000
	FN => put to sleep:[1249,1261]; score:1.000000; title:Animal euthanasia; score:1.000000
 => Erfurt:[440,446]; score:1.000000; title:Erfurt; score:1.000000
	FN => elephants:[208,217]; score:1.000000; title:Elephant; score:1.000000
 => South African:[581,594]; score:1.000000; title:South Africa; score:1.000000
 => Saxony:[1323,1329]; score:1.000000; title:Saxony; score:1.000000
	FN => Zoo:[83,86]; score:1.000000; title:Zoo; score:1.000000
	FN => parliament:[1169,1179]; score:1.000000; title:Bundestag; score:1.000000
	FN => Dresden:[72,79]; score:1.000000; title:Dresden; score:1.000000
 => Cologne:[358,365]; score:1.000000; title:Cologne; score:1.000000
 => Germany:[466,473]; score:1.000000; title:Germany; score:1.000000
	FN => National Society for the Prevention of Cruelty to Animals:[756,813]; score:1.000000; title:Humane Society; score:1.000000
 => Africa:[244,250]; score:1.000000; title:Africa; score:1.000000
 => Environment Minister Juergen Trittin's:[125,163]; score:1.000000; title:Jürgen Trittin; score:1.000000
 => Botswana:[554,562]; score:1.000000; title:Botswana; score:1.000000

************************ System Result: ***************************
	FP => Germany:[1478,1485]; score:1.000000; title:Germany; score:0.731908
	FP => South Africa:[1267,1279]; score:1.000000; title:South_Africa; score:1.000000
 => Switzerland:[908,919]; score:1.000000; title:Switzerland; score:1.000000
	FP => Dresden:[1341,1348]; score:1.000000; title:Dresden; score:0.861532
 => Erfurt:[440,446]; score:1.000000; title:Erfurt; score:1.000000
	FP => Germany:[1098,1105]; score:1.000000; title:Germany; score:0.731908
 => Juergen Trittin:[146,161]; score:1.000000; title:Jürgen_Trittin; score:1.000000
	FP => Trittin:[1195,1202]; score:1.000000; title:Jürgen_Trittin; score:1.000000
 => South African:[581,594]; score:1.000000; title:South_Africa; score:0.775940
 => Saxony:[1323,1329]; score:1.000000; title:Saxony; score:0.828179
	FP => German:[3,9]; score:1.000000; title:German_language; score:0.365524
	FP => Germany:[886,893]; score:1.000000; title:Germany; score:0.731908
	FP => Erfurt:[1148,1154]; score:1.000000; title:Erfurt; score:1.000000
	FP => Dresden:[427,434]; score:1.000000; title:Dresden; score:0.861532
 => Cologne:[358,365]; score:1.000000; title:Cologne; score:1.000000
	FP => Germany:[946,953]; score:1.000000; title:Germany; score:0.731908
 => Germany:[466,473]; score:1.000000; title:Germany; score:0.731908
	FP => South African:[608,621]; score:1.000000; title:South_Africa; score:0.775940
 => Africa:[244,250]; score:1.000000; title:Africa; score:1.000000
 => Botswana:[554,562]; score:1.000000; title:Botswana; score:0.931035
	FP => Trittin:[923,930]; score:1.000000; title:Jürgen_Trittin; score:1.000000
P/R/F:0.42857143/0.6/0.5; tpCount:9.0; fpCount:12.0; fnCount:6.0
