[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FN => Kalamazoo:[2144,2153]; score:1.000000; title:Kalamazoo River; score:1.000000
 => President Ford:[2069,2083]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Richard Norton Smith:[1073,1093]; score:1.000000; title:Richard Norton Smith; score:1.000000
	FN => Grand Rapids airport:[4121,4141]; score:1.000000; title:Grand Rapids Airport; score:1.000000
	FN => Ford:[3267,3271]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Wolverines:[1956,1966]; score:1.000000; title:Michigan Wolverines; score:1.000000
	FN => Grand Rapids airport:[1312,1332]; score:1.000000; title:Grand Rapids Airport; score:1.000000
 => Michigan:[1511,1519]; score:1.000000; title:Michigan; score:1.000000
	FN => America:[2906,2913]; score:1.000000; title:United States; score:1.000000
	FN => Michigan National Guard:[2209,2232]; score:1.000000; title:United States National Guard; score:1.000000
 => Kissinger:[3758,3767]; score:1.000000; title:Henry Kissinger; score:1.000000
	FN => America:[2528,2535]; score:1.000000; title:United States; score:1.000000
 => Rancho Mirage:[4355,4368]; score:1.000000; title:Rancho Mirage, California; score:1.000000
 => Ford:[4313,4317]; score:1.000000; title:Gerald Ford; score:1.000000
 => Grand River:[775,786]; score:1.000000; title:Grand River (Michigan); score:1.000000
	FN => Ford:[591,595]; score:1.000000; title:Gerald Ford; score:1.000000
 => NBC:[2772,2775]; score:1.000000; title:NBC; score:1.000000
	FN => Washington:[2683,2693]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Egypt:[3597,3602]; score:1.000000; title:Egypt; score:1.000000
 => Ford:[1000,1004]; score:1.000000; title:Gerald Ford; score:1.000000
 => Michigan:[4104,4112]; score:1.000000; title:Michigan; score:1.000000
 => President Ford:[2864,2878]; score:1.000000; title:Gerald Ford; score:1.000000
 => Michigan:[12,20]; score:1.000000; title:Michigan; score:1.000000
	FN => Ford:[492,496]; score:1.000000; title:Gerald Ford; score:1.000000
 => Brokaw:[3830,3836]; score:1.000000; title:Tom Brokaw; score:1.000000
 => Ford:[1130,1134]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Ford:[864,868]; score:1.000000; title:Gerald Ford; score:1.000000
 => Jennifer Granholm:[1525,1542]; score:1.000000; title:Jennifer Granholm; score:1.000000
 => Washington National Cathedral:[1373,1402]; score:1.000000; title:Washington National Cathedral; score:1.000000
 => Henry Kissinger:[2826,2841]; score:1.000000; title:Henry Kissinger; score:1.000000

************************ System Result: ***************************
	FP => casket:[1284,1290]; score:1.000000; title:Coffin; score:0.045488
	FP => America:[2906,2913]; score:1.000000; title:Americas; score:0.065075
	FP => close:[1032,1037]; score:1.000000; title:Norwich; score:0.027844
 => Israel:[3586,3592]; score:1.000000; title:Israel; score:0.055156
	FP => Washington:[2683,2693]; score:1.000000; title:Washington_National_Cathedral; score:0.087820
	FP => interest:[4055,4063]; score:1.000000; title:Interest_rate; score:0.027700
	FP => expected:[2280,2288]; score:1.000000; title:Expected_value; score:0.001127
	FP => football:[2001,2009]; score:1.000000; title:American_football; score:0.056837
	FP => casket:[2304,2310]; score:1.000000; title:Coffin; score:0.045488
	FP => Ford's:[492,498]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => subterfuge:[3984,3994]; score:1.000000; title:Deception; score:0.005281
	FP => America:[2919,2926]; score:1.000000; title:Americas; score:0.065075
	FP => Wednesday:[2550,2559]; score:1.000000; title:Wednesday_13; score:0.009994
	FP => acts of vengeance:[3929,3946]; score:1.000000; title:Acts_of_Vengeance; score:0.005446
 => Mich.:[127,132]; score:1.000000; title:Michigan; score:0.152267
	FP => eulogy:[3088,3094]; score:1.000000; title:Eulogy; score:0.048125
	FP => Lynn:[2245,2249]; score:1.000000; title:Lynn,_Massachusetts; score:0.034596
 => Nixon:[4011,4016]; score:1.000000; title:Richard_Nixon; score:0.093193
	FP => died:[4318,4322]; score:1.000000; title:Death; score:0.033080
	FP => north:[787,792]; score:1.000000; title:Union_(American_Civil_War); score:0.046170
	FP => legacy:[2092,2098]; score:1.000000; title:Will_(law); score:0.026897
	FP => people:[2268,2274]; score:1.000000; title:People_(magazine); score:0.025703
 => Ford:[1551,1555]; score:1.000000; title:Gerald_Ford; score:0.128355
 => Washington:[1629,1639]; score:1.000000; title:Washington_National_Cathedral; score:0.087820
	FP => spokeswoman:[2233,2244]; score:1.000000; title:Spokesperson; score:0.018539
 => Gerald R. Ford:[242,256]; score:1.000000; title:Gerald_Ford; score:0.128355
 => Victors:[4242,4249]; score:1.000000; title:The_Victors; score:0.116274
 => Ford:[37,41]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => turn:[2492,2496]; score:1.000000; title:Turning; score:0.003495
	FP => shirts:[1888,1894]; score:1.000000; title:Shirt; score:0.012535
	FP => hearse:[4302,4308]; score:1.000000; title:Hearse; score:0.035065
	FP => community:[576,585]; score:1.000000; title:Community; score:0.021359
	FP => boys:[469,473]; score:1.000000; title:Boy; score:0.008412
	FP => Ford's:[4039,4045]; score:1.000000; title:Ford_Motor_Company; score:0.057636
 => President Jimmy Carter:[963,985]; score:1.000000; title:Jimmy_Carter; score:0.087283
	FP => Ford's:[4153,4159]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => drew:[2701,2705]; score:1.000000; title:Drew_Carey; score:0.036332
 => Norman Rockwell:[3155,3170]; score:1.000000; title:Norman_Rockwell; score:0.045188
	FP => undefeated:[1968,1978]; score:1.000000; title:The_Undefeated_(1969_film); score:0.004881
	FP => speak:[1191,1196]; score:1.000000; title:Leet; score:0.002984
	FP => cracking:[3239,3247]; score:1.000000; title:Cracking_(chemistry); score:0.002766
	FP => walked:[1674,1680]; score:1.000000; title:Walking; score:0.025747
	FP => casket:[4274,4280]; score:1.000000; title:Coffin; score:0.045488
	FP => friend:[1038,1044]; score:1.000000; title:Friendship; score:0.011173
	FP => national:[2655,2663]; score:1.000000; title:Ronald_Reagan_Washington_National_Airport; score:0.047663
	FP => walk:[2292,2296]; score:1.000000; title:Walking; score:0.025747
	FP => people:[2712,2718]; score:1.000000; title:People_(magazine); score:0.025703
	FP => casket:[232,238]; score:1.000000; title:Coffin; score:0.045488
	FP => museum:[814,820]; score:1.000000; title:Museum; score:0.084519
	FP => jokes:[3255,3260]; score:1.000000; title:Joke; score:0.005470
	FP => nuclear arms:[3497,3509]; score:1.000000; title:Nuclear_weapon; score:0.043984
	FP => values:[358,364]; score:1.000000; title:Value_(personal_and_cultural); score:0.011744
 => Ford:[1000,1004]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => president:[47,56]; score:1.000000; title:President_of_the_United_States; score:0.095975
	FP => eulogy:[948,954]; score:1.000000; title:Eulogy; score:0.048125
	FP => center:[1942,1948]; score:1.000000; title:Center_(American_football); score:0.039091
	FP => museum:[800,806]; score:1.000000; title:Museum; score:0.084519
	FP => director:[1114,1122]; score:1.000000; title:Board_of_directors; score:0.046514
	FP => President Bush:[2720,2734]; score:1.000000; title:George_W._Bush; score:0.094234
	FP => calm:[2982,2986]; score:1.000000; title:Kiba_(anime); score:0.003123
	FP => performer:[3723,3732]; score:1.000000; title:Performing_arts; score:0.030238
	FP => bridge:[1729,1735]; score:1.000000; title:Contract_bridge; score:0.026933
	FP => gift:[1431,1435]; score:1.000000; title:Gift; score:0.010127
	FP => private:[744,751]; score:1.000000; title:Private_sector; score:0.036004
	FP => interred:[726,734]; score:1.000000; title:Burial; score:0.032423
	FP => Gov.:[1520,1524]; score:1.000000; title:Government; score:0.055479
	FP => Kalamazoo:[2144,2153]; score:1.000000; title:Kalamazoo,_Michigan; score:0.115029
	FP => area:[2154,2158]; score:1.000000; title:Area; score:0.016410
	FP => body:[29,33]; score:1.000000; title:Body; score:0.008353
	FP => lives:[2131,2136]; score:1.000000; title:Parallel_Lives; score:0.001465
	FP => America:[2528,2535]; score:1.000000; title:Americas; score:0.065075
	FP => bears:[4147,4152]; score:1.000000; title:Chicago_Bears; score:0.037762
	FP => air:[3977,3980]; score:1.000000; title:Air_conditioning; score:0.029728
 => Kissinger:[3440,3449]; score:1.000000; title:Henry_Kissinger; score:0.047170
 => Soviets:[3527,3534]; score:1.000000; title:Soviet_Union; score:0.051151
	FP => Wednesday:[100,109]; score:1.000000; title:Wednesday_13; score:0.009994
	FP => cabinet:[871,878]; score:1.000000; title:Cabinet_(government); score:0.050591
	FP => character:[2945,2954]; score:1.000000; title:Persona; score:0.019367
	FP => agreement:[3568,3577]; score:1.000000; title:Belfast_Agreement; score:0.010453
	FP => Wednesday:[623,632]; score:1.000000; title:Wednesday_13; score:0.009994
	FP => service:[2542,2549]; score:1.000000; title:Service_(economics); score:0.027056
	FP => man:[327,330]; score:1.000000; title:Manitoba; score:0.047719
	FP => final salute:[1817,1829]; score:1.000000; title:Salute; score:0.063266
	FP => lifetime:[388,396]; score:1.000000; title:Lifetime_(TV_network); score:0.015319
	FP => Ford's:[591,597]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => pay:[522,525]; score:1.000000; title:Payment; score:0.020714
	FP => p.m.:[2347,2351]; score:1.000000; title:P.M._Dawn; score:0.000012
	FP => Dec.:[4332,4336]; score:1.000000; title:December; score:0.009283
	FP => capital:[4089,4096]; score:1.000000; title:Capital_punishment; score:0.037951
	FP => athletic:[4046,4054]; score:1.000000; title:Athletic_director; score:0.026426
	FP => fight song:[4225,4235]; score:1.000000; title:Fight_song; score:0.020356
	FP => defense secretary:[912,929]; score:1.000000; title:United_States_Secretary_of_Defense; score:0.066951
 => University of Michigan:[1900,1922]; score:1.000000; title:University_of_Michigan; score:0.128765
	FP => people:[1578,1584]; score:1.000000; title:People_(magazine); score:0.025703
	FP => Ford:[3147,3151]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => famous:[4218,4224]; score:1.000000; title:Big_Time_Rush; score:0.012832
	FP => tribute:[416,423]; score:1.000000; title:Tribute; score:0.020451
	FP => Grand Rapids:[1312,1324]; score:1.000000; title:Grand_Rapids,_Michigan; score:0.212883
	FP => nation:[3042,3048]; score:1.000000; title:The_Nation; score:0.039452
	FP => man:[2935,2938]; score:1.000000; title:Manitoba; score:0.047719
	FP => burial:[752,758]; score:1.000000; title:Burial; score:0.032423
	FP => office:[3877,3883]; score:1.000000; title:Office; score:0.044985
	FP => Ford's:[4255,4261]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => golf:[3328,3332]; score:1.000000; title:Golf; score:0.041010
 => Rancho Mirage:[4355,4368]; score:1.000000; title:Rancho_Mirage,_California; score:0.044805
 => Grand River:[775,786]; score:1.000000; title:Grand_River_(Michigan); score:0.099613
	FP => secretary of state:[2806,2824]; score:1.000000; title:United_States_Secretary_of_State; score:0.072160
	FP => called:[3140,3146]; score:1.000000; title:Fifty_State_Initiative; score:0.002381
	FP => father:[3106,3112]; score:1.000000; title:Priest; score:0.036282
 => President Ford:[2864,2878]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => Ford's:[2191,2197]; score:1.000000; title:Ford_Motor_Company; score:0.057636
 => Brokaw:[3830,3836]; score:1.000000; title:Tom_Brokaw; score:0.055718
 => Ford:[1130,1134]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => afternoon:[633,642]; score:1.000000; title:Afternoon_(magazine); score:0.001808
 => Henry Kissinger:[2826,2841]; score:1.000000; title:Henry_Kissinger; score:0.047170
	FP => night:[2505,2510]; score:1.000000; title:Night; score:0.036196
	FP => eulogy:[3849,3855]; score:1.000000; title:Eulogy; score:0.048125
	FP => chief of staff:[886,900]; score:1.000000; title:White_House_Chief_of_Staff; score:0.044595
	FP => Ford's:[1277,1283]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => healing:[2991,2998]; score:1.000000; title:Healing; score:0.015764
	FP => public:[1242,1248]; score:1.000000; title:Public; score:0.021618
 => Ford:[3314,3318]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => surrounded:[4000,4010]; score:1.000000; title:Images_and_Words; score:0.000832
	FP => Ford's:[2799,2805]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => presidential library:[1146,1166]; score:1.000000; title:Presidential_library; score:0.107109
 => Grand Rapids:[2171,2183]; score:1.000000; title:Grand_Rapids,_Michigan; score:0.212883
 => Ford:[3861,3865]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => pay:[412,415]; score:1.000000; title:Payment; score:0.020714
	FP => intellect:[1450,1459]; score:1.000000; title:Intellectual; score:0.020509
	FP => Lewis:[437,442]; score:1.000000; title:Lewis_University; score:0.015697
	FP => downtown:[2460,2468]; score:1.000000; title:Downtown; score:0.040356
 => Grand River:[1745,1756]; score:1.000000; title:Grand_River_(Michigan); score:0.099613
	FP => Ford's:[3267,3273]; score:1.000000; title:Ford_Motor_Company; score:0.057636
	FP => body:[711,715]; score:1.000000; title:Body; score:0.008353
	FP => sweat:[1882,1887]; score:1.000000; title:Keith_Sweat; score:0.007452
	FP => reference:[3960,3969]; score:1.000000; title:Reference_work; score:0.011457
 => Donald Rumsfeld:[833,848]; score:1.000000; title:Donald_Rumsfeld; score:0.060957
	FP => duty:[3696,3700]; score:1.000000; title:Duty_(economics); score:0.015661
	FP => streets:[1256,1263]; score:1.000000; title:Lupe_Fiasco; score:0.025814
 => Tom Brokaw:[2784,2794]; score:1.000000; title:Tom_Brokaw; score:0.055718
	FP => time:[2320,2324]; score:1.000000; title:Time_(magazine); score:0.050261
	FP => people:[2472,2478]; score:1.000000; title:People_(magazine); score:0.025703
	FP => moonlight:[175,184]; score:1.000000; title:Moonlight; score:0.007220
	FP => leadership:[3473,3483]; score:1.000000; title:Leadership; score:0.034076
	FP => reputation:[3274,3284]; score:1.000000; title:Reputation; score:0.011088
	FP => leadership:[2959,2969]; score:1.000000; title:Leadership; score:0.034076
	FP => control:[3510,3517]; score:1.000000; title:Control_system; score:0.013610
 => Ford:[4313,4317]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => president:[282,291]; score:1.000000; title:President_of_the_United_States; score:0.095975
	FP => dresses:[1861,1868]; score:1.000000; title:Dress; score:0.025318
	FP => time:[304,308]; score:1.000000; title:Time_(magazine); score:0.050261
	FP => father:[2743,2749]; score:1.000000; title:Priest; score:0.036282
	FP => a.m.:[2396,2400]; score:1.000000; title:12-hour_clock; score:0.011012
 => Jennifer Granholm:[1525,1542]; score:1.000000; title:Jennifer_Granholm; score:0.122606
	FP => Wolverines:[1956,1966]; score:1.000000; title:Wolverine; score:0.028990
	FP => President Bush:[3124,3138]; score:1.000000; title:George_W._Bush; score:0.094234
	FP => funeral service:[2664,2679]; score:1.000000; title:Funeral; score:0.061398
	FP => game:[3333,3337]; score:1.000000; title:Prostitution; score:0.028395
 => Midwest:[350,357]; score:1.000000; title:Midwestern_United_States; score:0.063651
	FP => America:[3817,3824]; score:1.000000; title:Americas; score:0.065075
	FP => services:[1361,1369]; score:1.000000; title:Tertiary_sector_of_the_economy; score:0.007075
 => Ford:[1930,1934]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => paradoxical:[1419,1430]; score:1.000000; title:Paradox; score:0.006931
	FP => hitting:[3371,3378]; score:1.000000; title:Strike_(attack); score:0.006295
	FP => file:[218,222]; score:1.000000; title:Computer_file; score:0.008476
	FP => spoke:[2750,2755]; score:1.000000; title:Spoke; score:0.003957
	FP => formal:[1844,1850]; score:1.000000; title:Formal_wear; score:0.010427
	FP => hidden agenda:[3899,3912]; score:1.000000; title:Nowhere_Man_(TV_series); score:0.007143
 => Gerald Ford:[3775,3786]; score:1.000000; title:Gerald_Ford; score:0.128355
	FP => chance:[208,214]; score:1.000000; title:I_Love_New_York_(TV_series); score:0.007327
