[1088testa SQUASH]
***************** Gold Standard: ***********************
 => Scotland:[1864,1872]; score:1.000000
 => Michael Slater:[356,370]; score:1.000000
 => Arjuna Ranatunga:[424,440]; score:1.000000
 => Australia:[66,75]; score:1.000000
 => Glenn McGrath:[326,339]; score:1.000000
 => Michael Bevan:[265,278]; score:1.000000
 => Asanka Gurusinha:[493,509]; score:1.000000
 => Chaminda Vaas:[587,600]; score:1.000000
 => Hashan Tillekeratne:[530,549]; score:1.000000
 => AUSTRALIA:[9,18]; score:1.000000
 => Steve Waugh:[400,411]; score:1.000000
 => Darren Lehmann:[372,386]; score:1.000000
 => Ricky Ponting:[341,354]; score:1.000000
 => Damien Flemming:[280,295]; score:1.000000
 => Stuart Law:[314,324]; score:1.000000
 => Singer:[184,190]; score:1.000000
 => Sri Lanka:[413,422]; score:1.000000
 => Roshan Mahanama:[551,566]; score:1.000000
 => Jason Gillespie:[297,312]; score:1.000000
 => Mark Waugh:[388,398]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:29.0; fpCount:0.0; fnCount:0.0
[985testa Late]
***************** Gold Standard: ***********************
 => Treasury:[1543,1551]; score:1.000000
 => A$:[2370,2372]; score:1.000000
 => DNIB:[2439,2443]; score:1.000000
 => LIFFE:[2091,2096]; score:1.000000
 => European:[2515,2523]; score:1.000000
 => U.S. Treasuries:[571,586]; score:1.000000
 => Paris:[1009,1014]; score:1.000000
 => JAPAN:[1713,1718]; score:1.000000
 => Chicago Board of Trade:[1571,1593]; score:1.000000
 => ITALY:[1076,1081]; score:1.000000
 => U.S.:[2324,2328]; score:1.000000
 => Japanese Goverment Bonds:[1898,1922]; score:1.000000
 => LONDON:[25,31]; score:1.000000
 => U.S. Treasury:[1345,1358]; score:1.000000
 => FRANCE:[859,865]; score:1.000000
 => GERMANY:[130,137]; score:1.000000
 => Labour Day:[1509,1519]; score:1.000000
 => European:[101,109]; score:1.000000
 => BOJ:[1857,1860]; score:1.000000
 => NSW Treasury:[2346,2358]; score:1.000000
 => U.S.:[228,232]; score:1.000000
 => Chicago Purchasing Managers:[1437,1464]; score:1.000000
 => Kansai International Airport:[2623,2651]; score:1.000000
 => Tokyo Stock Exchange:[2168,2188]; score:1.000000
	FN => EUROBONDS:[2190,2199]; score:1.000000
 => DNIB:[2537,2541]; score:1.000000
 => Tokyo:[1996,2001]; score:1.000000
 => Labour Day:[2289,2299]; score:1.000000
 => U.S.:[2284,2288]; score:1.000000
 => LIFFE:[784,789]; score:1.000000
 => Japanese:[2419,2427]; score:1.000000
 => LIFFE:[403,408]; score:1.000000
 => U.S.:[947,951]; score:1.000000
 => Kansai Electric Power:[2597,2618]; score:1.000000
 => BRITAIN:[476,483]; score:1.000000
 => Norwegian:[2465,2474]; score:1.000000
 => Chicago PMI:[613,624]; score:1.000000
 => LIFFE:[1247,1252]; score:1.000000
 => London International Financial Futures and Options Exchange:[342,401]; score:1.000000
 => UNITED STATES:[1320,1333]; score:1.000000
 => Treasuries:[1160,1170]; score:1.000000

************************ System Result: ***************************
 => Treasury:[1543,1551]; score:1.000000
	FP => Bund:[323,327]; score:1.000000
 => A$:[2370,2372]; score:1.000000
 => DNIB:[2439,2443]; score:1.000000
	FP => MATIF:[1000,1005]; score:1.000000
 => LIFFE:[2091,2096]; score:1.000000
 => European:[2515,2523]; score:1.000000
 => U.S. Treasuries:[571,586]; score:1.000000
 => Paris:[1009,1014]; score:1.000000
 => JAPAN:[1713,1718]; score:1.000000
 => Chicago Board of Trade:[1571,1593]; score:1.000000
 => ITALY:[1076,1081]; score:1.000000
 => U.S.:[2324,2328]; score:1.000000
 => Japanese Goverment Bonds:[1898,1922]; score:1.000000
 => LONDON:[25,31]; score:1.000000
	FP => BTP:[1206,1209]; score:1.000000
 => U.S. Treasury:[1345,1358]; score:1.000000
 => FRANCE:[859,865]; score:1.000000
 => GERMANY:[130,137]; score:1.000000
 => Labour Day:[1509,1519]; score:1.000000
 => European:[101,109]; score:1.000000
 => BOJ:[1857,1860]; score:1.000000
 => NSW Treasury:[2346,2358]; score:1.000000
 => U.S.:[228,232]; score:1.000000
 => Chicago Purchasing Managers:[1437,1464]; score:1.000000
 => Kansai International Airport:[2623,2651]; score:1.000000
 => Tokyo Stock Exchange:[2168,2188]; score:1.000000
 => DNIB:[2537,2541]; score:1.000000
	FP => Bunds:[139,144]; score:1.000000
 => Tokyo:[1996,2001]; score:1.000000
 => Labour Day:[2289,2299]; score:1.000000
 => U.S.:[2284,2288]; score:1.000000
 => LIFFE:[784,789]; score:1.000000
 => Japanese:[2419,2427]; score:1.000000
 => LIFFE:[403,408]; score:1.000000
 => U.S.:[947,951]; score:1.000000
 => Kansai Electric Power:[2597,2618]; score:1.000000
	FP => PMI:[724,727]; score:1.000000
 => BRITAIN:[476,483]; score:1.000000
 => Norwegian:[2465,2474]; score:1.000000
 => LIFFE:[1247,1252]; score:1.000000
 => London International Financial Futures and Options Exchange:[342,401]; score:1.000000
 => UNITED STATES:[1320,1333]; score:1.000000
 => Chicago:[613,620]; score:1.000000
 => Treasuries:[1160,1170]; score:1.000000
P/R/F:0.8888889/0.9756098/0.93023264; tpCount:40.0; fpCount:5.0; fnCount:1.0
[993testa Ruling]
***************** Gold Standard: ***********************
 => SARAJEVO:[39,47]; score:1.000000
 => Bosnian:[422,429]; score:1.000000
 => Moslem:[7,13]; score:1.000000
 => Party of Democratic Action:[734,760]; score:1.000000
 => Moslem:[75,81]; score:1.000000
 => U.S.:[233,237]; score:1.000000
 => Alija Izetbegovic:[440,457]; score:1.000000
 => Bosnian:[272,279]; score:1.000000
 => U.S.:[560,564]; score:1.000000
 => John Kornblum:[346,359]; score:1.000000
 => Serb:[913,917]; score:1.000000
 => OSCE:[1172,1176]; score:1.000000
 => Organisation for Security and Cooperation in Europe:[932,983]; score:1.000000
 => SDA:[374,377]; score:1.000000
 => U.S.:[312,316]; score:1.000000
 => Bosnia:[59,65]; score:1.000000
 => OSCE:[985,989]; score:1.000000
 => SDA:[762,765]; score:1.000000
 => SDA:[1114,1117]; score:1.000000
 => Bosnia:[706,712]; score:1.000000

************************ System Result: ***************************
 => SARAJEVO:[39,47]; score:1.000000
 => Bosnian:[422,429]; score:1.000000
 => Moslem:[7,13]; score:1.000000
 => Party of Democratic Action:[734,760]; score:1.000000
 => Moslem:[75,81]; score:1.000000
 => U.S.:[233,237]; score:1.000000
 => Alija Izetbegovic:[440,457]; score:1.000000
 => Bosnian:[272,279]; score:1.000000
 => U.S.:[560,564]; score:1.000000
 => John Kornblum:[346,359]; score:1.000000
 => Serb:[913,917]; score:1.000000
 => OSCE:[1172,1176]; score:1.000000
 => Organisation for Security and Cooperation in Europe:[932,983]; score:1.000000
 => SDA:[374,377]; score:1.000000
 => U.S.:[312,316]; score:1.000000
 => Bosnia:[59,65]; score:1.000000
 => OSCE:[985,989]; score:1.000000
 => SDA:[762,765]; score:1.000000
 => SDA:[1114,1117]; score:1.000000
 => Bosnia:[706,712]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:20.0; fpCount:0.0; fnCount:0.0
[1029testa PRESALE]
***************** Gold Standard: ***********************
	FN => MI:[131,133]; score:1.000000
 => First of Michigan Corp.:[504,527]; score:1.000000
 => Detroit:[490,497]; score:1.000000
 => Michigan National Bank:[426,448]; score:1.000000
 => Bodman, Longely & Dahling:[464,490]; score:1.000000
 => Mich:[27,31]; score:1.000000
 => Bay Co Bldg Auth:[9,25]; score:1.000000
 => Detroit:[529,536]; score:1.000000
 => J.J. KENNY:[820,830]; score:1.000000
 => Detroit:[450,457]; score:1.000000
 => Bay Co Building Authority:[101,126]; score:1.000000
 => NYC:[64,67]; score:1.000000

************************ System Result: ***************************
 => First of Michigan Corp.:[504,527]; score:1.000000
 => Detroit:[490,497]; score:1.000000
 => Michigan National Bank:[426,448]; score:1.000000
 => Mich.:[27,32]; score:1.000000
 => Longely& Dahling:[472,488]; score:1.000000
 => NYC Time:[64,72]; score:1.000000
 => Bay Co Bldg Auth:[9,25]; score:1.000000
 => Detroit:[529,536]; score:1.000000
 => J.J. KENNY:[820,830]; score:1.000000
 => Detroit:[450,457]; score:1.000000
 => Bay Co Building Authority:[101,126]; score:1.000000
P/R/F:1.0/0.9166667/0.95652175; tpCount:11.0; fpCount:0.0; fnCount:1.0
[1135testa Manila]
***************** Gold Standard: ***********************
 => Mindanao:[872,880]; score:1.000000
 => Organisation of Islamic Conference:[163,197]; score:1.000000
 => Indonesia:[13,22]; score:1.000000
	FN => OIC:[199,202]; score:1.000000
 => Moslem:[270,276]; score:1.000000
 => Ramos:[397,402]; score:1.000000
 => Jakarta:[496,503]; score:1.000000
 => Manila:[687,693]; score:1.000000
 => Suharto:[147,154]; score:1.000000
 => MANILA:[52,58]; score:1.000000
 => Fidel Ramos:[91,102]; score:1.000000
 => Suharto:[408,415]; score:1.000000
 => Philippine:[795,805]; score:1.000000
 => Ramos:[695,700]; score:1.000000
 => Indonesian:[126,136]; score:1.000000
 => OIC:[24,27]; score:1.000000
 => Manila:[0,6]; score:1.000000
 => Philippine:[70,80]; score:1.000000

************************ System Result: ***************************
 => Mindanao:[872,880]; score:1.000000
 => Organisation of Islamic Conference:[163,197]; score:1.000000
 => Indonesia:[13,22]; score:1.000000
 => Moslem:[270,276]; score:1.000000
 => Ramos:[397,402]; score:1.000000
 => Jakarta:[496,503]; score:1.000000
 => Manila:[687,693]; score:1.000000
 => Suharto:[147,154]; score:1.000000
 => MANILA:[52,58]; score:1.000000
 => Fidel Ramos:[91,102]; score:1.000000
 => Suharto:[408,415]; score:1.000000
 => Philippine:[795,805]; score:1.000000
 => Ramos:[695,700]; score:1.000000
 => Indonesian:[126,136]; score:1.000000
 => OIC:[24,27]; score:1.000000
 => Manila:[0,6]; score:1.000000
 => Philippine:[70,80]; score:1.000000
P/R/F:1.0/0.9444444/0.9714286; tpCount:17.0; fpCount:0.0; fnCount:1.0
[962testa NFL]
***************** Gold Standard: ***********************
 => Philadelphia:[846,858]; score:1.000000
 => NFL:[775,778]; score:1.000000
 => PHILADELPHIA:[50,62]; score:1.000000
 => Pro Bowl:[337,345]; score:1.000000
 => National Football League:[98,122]; score:1.000000
 => AMERICAN FOOTBALL-RANDALL:[4,29]; score:1.000000
 => Randall:[722,729]; score:1.000000
 => Eagles:[434,440]; score:1.000000
 => Cunningham:[534,544]; score:1.000000
 => Philadelphia:[955,967]; score:1.000000
 => Cunningham:[250,260]; score:1.000000
 => CUNNINGHAM:[30,40]; score:1.000000
 => Philadelphia:[480,492]; score:1.000000
 => Eagles:[794,800]; score:1.000000
 => Randall:[860,867]; score:1.000000
 => Randall Cunningham:[74,92]; score:1.000000
 => Cunningham:[1122,1132]; score:1.000000
 => Eagles:[895,901]; score:1.000000
 => Cunningham:[1027,1037]; score:1.000000
 => Jeffrey Lurie:[807,820]; score:1.000000
 => Cunningham:[357,367]; score:1.000000
 => NFL:[990,993]; score:1.000000
 => Philadelphia Eagles:[303,322]; score:1.000000
 => NFL:[0,3]; score:1.000000

************************ System Result: ***************************
 => Philadelphia:[846,858]; score:1.000000
 => NFL:[775,778]; score:1.000000
 => PHILADELPHIA:[50,62]; score:1.000000
 => Pro Bowl:[337,345]; score:1.000000
 => National Football League:[98,122]; score:1.000000
 => Randall:[722,729]; score:1.000000
 => Eagles:[434,440]; score:1.000000
 => Cunningham:[534,544]; score:1.000000
 => Philadelphia:[955,967]; score:1.000000
 => Cunningham:[250,260]; score:1.000000
 => NFL AMERICAN:[0,12]; score:1.000000
 => CUNNINGHAM:[30,40]; score:1.000000
 => Philadelphia:[480,492]; score:1.000000
 => Eagles:[794,800]; score:1.000000
 => Randall:[860,867]; score:1.000000
 => Randall Cunningham:[74,92]; score:1.000000
 => Cunningham:[1122,1132]; score:1.000000
 => Eagles:[895,901]; score:1.000000
 => Cunningham:[1027,1037]; score:1.000000
 => Jeffrey Lurie:[807,820]; score:1.000000
 => Cunningham:[357,367]; score:1.000000
 => NFL:[990,993]; score:1.000000
 => Philadelphia Eagles:[303,322]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:24.0; fpCount:0.0; fnCount:0.0
[1124testa Baseball-Results]
***************** Gold Standard: ***********************
 => Samsung:[392,399]; score:1.000000
 => South Korean:[78,90]; score:1.000000
 => Ssangbangwool:[143,156]; score:1.000000
 => Haitai:[301,307]; score:1.000000
 => S. Korean:[20,29]; score:1.000000
 => Hyundai:[370,377]; score:1.000000
 => OB:[462,464]; score:1.000000
 => SEOUL:[50,55]; score:1.000000
 => Ssangbangwool:[321,334]; score:1.000000
 => Hanwha:[349,355]; score:1.000000
 => Hyundai:[159,166]; score:1.000000
 => LG:[444,446]; score:1.000000
 => OB:[128,130]; score:1.000000
 => Samsung:[133,140]; score:1.000000
 => Lotte:[419,424]; score:1.000000

************************ System Result: ***************************
 => Samsung:[392,399]; score:1.000000
 => South Korean:[78,90]; score:1.000000
 => Ssangbangwool:[143,156]; score:1.000000
 => Haitai:[301,307]; score:1.000000
 => S. Korean:[20,29]; score:1.000000
 => Hyundai:[370,377]; score:1.000000
 => OB:[462,464]; score:1.000000
 => SEOUL:[50,55]; score:1.000000
 => Ssangbangwool:[321,334]; score:1.000000
 => Hanwha:[349,355]; score:1.000000
 => Hyundai:[159,166]; score:1.000000
 => LG:[444,446]; score:1.000000
 => OB:[128,130]; score:1.000000
 => Samsung:[133,140]; score:1.000000
 => Lotte:[419,424]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:15.0; fpCount:0.0; fnCount:0.0
[1056testa CRICKET]
***************** Gold Standard: ***********************
 => Ata-ur-Rehman:[301,314]; score:1.000000
 => Saqlain Mushtaq:[1008,1023]; score:1.000000
 => Headley:[1257,1264]; score:1.000000
 => Mullally:[843,851]; score:1.000000
 => Croft:[811,816]; score:1.000000
 => N. Knight:[176,185]; score:1.000000
 => R. Irani:[339,347]; score:1.000000
 => Gough:[819,824]; score:1.000000
 => Mullally:[1238,1246]; score:1.000000
 => Aamir Sohail:[731,743]; score:1.000000
 => M. Atherton:[251,262]; score:1.000000
 => Saeed Anwar:[763,774]; score:1.000000
 => Moin Khan:[827,836]; score:1.000000
 => Moin Khan:[189,198]; score:1.000000
 => Mushtaq Ahmed:[706,719]; score:1.000000
 => Hollioake:[1090,1099]; score:1.000000
 => A. Hollioake:[359,371]; score:1.000000
 => England:[134,141]; score:1.000000
 => Hollioake:[970,979]; score:1.000000
 => Gough:[1222,1227]; score:1.000000
 => ENGLAND:[9,16]; score:1.000000
 => Stewart:[777,784]; score:1.000000
 => D. Headley:[429,439]; score:1.000000
 => Salim Malik:[910,921]; score:1.000000
 => BIRMINGHAM:[48,58]; score:1.000000
 => Mushtaq Ahmed:[983,996]; score:1.000000
 => Waqar Younis:[632,644]; score:1.000000
 => Knight:[1081,1087]; score:1.000000
 => M. Maynard:[318,328]; score:1.000000
 => Stewart:[924,931]; score:1.000000
 => D. Gough:[383,391]; score:1.000000
 => Saqlain Mushtaq:[679,694]; score:1.000000
 => Knight:[961,967]; score:1.000000
 => Mushtaq Ahmed:[234,247]; score:1.000000
 => Croft:[867,872]; score:1.000000
 => England:[168,175]; score:1.000000
 => Waqar Younis:[1038,1050]; score:1.000000
 => Wasim Akram:[947,958]; score:1.000000
 => Pakistan:[146,154]; score:1.000000
 => R. Croft:[402,410]; score:1.000000
 => PAKISTAN:[19,27]; score:1.000000
 => Ijaz Ahmed:[854,864]; score:1.000000
 => Aamir Sohail:[796,808]; score:1.000000
 => Waqar Younis:[413,425]; score:1.000000
 => A. Stewart:[221,231]; score:1.000000
 => England:[60,67]; score:1.000000
 => Irani:[1275,1280]; score:1.000000
 => Hollioake:[1026,1035]; score:1.000000
 => Saqlain Mushtaq:[201,216]; score:1.000000
 => Inzamam-ul-Haq:[876,890]; score:1.000000
 => Mushtaq Ahmed:[269,282]; score:1.000000
 => A. Mullally:[587,598]; score:1.000000
 => Croft:[902,907]; score:1.000000
 => Ata-ur-Rehman:[655,668]; score:1.000000
 => Croft:[1291,1296]; score:1.000000
 => Gough:[787,792]; score:1.000000
 => Hollioake:[1307,1316]; score:1.000000
 => G. Thorpe:[285,294]; score:1.000000
 => Wasim Akram:[609,620]; score:1.000000
 => Thorpe:[893,899]; score:1.000000
 => Gough:[1057,1062]; score:1.000000
 => Ata-ur-Rehman:[1065,1078]; score:1.000000
 => Hollioake:[934,943]; score:1.000000

************************ System Result: ***************************
 => Ata-ur-Rehman:[301,314]; score:1.000000
 => Saqlain Mushtaq:[1008,1023]; score:1.000000
 => Headley:[1257,1264]; score:1.000000
 => Mullally:[843,851]; score:1.000000
 => Croft:[811,816]; score:1.000000
 => N. Knight:[176,185]; score:1.000000
 => R. Irani:[339,347]; score:1.000000
 => Gough:[819,824]; score:1.000000
 => Mullally:[1238,1246]; score:1.000000
 => Aamir Sohail:[731,743]; score:1.000000
 => M. Atherton:[251,262]; score:1.000000
 => Saeed Anwar:[763,774]; score:1.000000
 => Moin Khan:[827,836]; score:1.000000
 => Moin Khan:[189,198]; score:1.000000
 => Mushtaq Ahmed:[706,719]; score:1.000000
 => Hollioake:[1090,1099]; score:1.000000
 => A. Hollioake:[359,371]; score:1.000000
 => England:[134,141]; score:1.000000
 => Hollioake:[970,979]; score:1.000000
 => Gough:[1222,1227]; score:1.000000
 => ENGLAND:[9,16]; score:1.000000
 => Stewart:[777,784]; score:1.000000
 => D. Headley:[429,439]; score:1.000000
 => Salim Malik:[910,921]; score:1.000000
 => BIRMINGHAM:[48,58]; score:1.000000
 => Mushtaq Ahmed:[983,996]; score:1.000000
 => Waqar Younis:[632,644]; score:1.000000
 => Knight:[1081,1087]; score:1.000000
 => M. Maynard:[318,328]; score:1.000000
 => Stewart:[924,931]; score:1.000000
 => D. Gough:[383,391]; score:1.000000
 => Saqlain Mushtaq:[679,694]; score:1.000000
 => Knight:[961,967]; score:1.000000
 => Mushtaq Ahmed:[234,247]; score:1.000000
 => Croft:[867,872]; score:1.000000
 => England:[168,175]; score:1.000000
 => Waqar Younis:[1038,1050]; score:1.000000
 => Wasim Akram:[947,958]; score:1.000000
 => Pakistan:[146,154]; score:1.000000
 => R. Croft:[402,410]; score:1.000000
 => PAKISTAN:[19,27]; score:1.000000
 => Ijaz Ahmed:[854,864]; score:1.000000
 => Aamir Sohail:[796,808]; score:1.000000
 => Waqar Younis:[413,425]; score:1.000000
 => A. Stewart:[221,231]; score:1.000000
 => England:[60,67]; score:1.000000
 => Irani:[1275,1280]; score:1.000000
 => Hollioake:[1026,1035]; score:1.000000
 => Saqlain Mushtaq:[201,216]; score:1.000000
 => Inzamam-ul-Haq:[876,890]; score:1.000000
 => Mushtaq Ahmed:[269,282]; score:1.000000
 => A. Mullally:[587,598]; score:1.000000
 => Croft:[902,907]; score:1.000000
 => Ata-ur-Rehman:[655,668]; score:1.000000
 => Croft:[1291,1296]; score:1.000000
 => Gough:[787,792]; score:1.000000
 => Hollioake:[1307,1316]; score:1.000000
 => G. Thorpe:[285,294]; score:1.000000
 => Wasim Akram:[609,620]; score:1.000000
 => Thorpe:[893,899]; score:1.000000
 => Gough:[1057,1062]; score:1.000000
 => Ata-ur-Rehman:[1065,1078]; score:1.000000
 => Hollioake:[934,943]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:63.0; fpCount:0.0; fnCount:0.0
[996testa Tajik]
***************** Gold Standard: ***********************
 => Yuri Kushko:[42,53]; score:1.000000
 => Rajab Adinayev:[1871,1885]; score:1.000000
 => Tavildara:[1460,1469]; score:1.000000
 => Tajik:[1905,1910]; score:1.000000
 => TAVILDARA:[54,63]; score:1.000000
 => Tavildara:[502,511]; score:1.000000
 => Afghanistan:[1144,1155]; score:1.000000
 => Islamic:[186,193]; score:1.000000
 => Tajikistan:[1118,1128]; score:1.000000
 => Pamir:[250,255]; score:1.000000
 => Islamic:[1277,1284]; score:1.000000
