[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
	FP => Saturday:[230,238]; score:1.000000; title:The_Saturdays; score:0.012097
	FP => establishment:[751,764]; score:1.000000; title:The_Establishment; score:0.050122
	FP => political:[36,45]; score:1.000000; title:Politics; score:0.121812
P/R/F:0.109375/0.5833333/0.18421052; tpCount:7.0; fpCount:57.0; fnCount:5.0
[APW19981113_0500.htm]
***************** Gold Standard: ***********************
 => airport:[94,101]; score:1.000000; title:Airport; score:1.000000
 => bus:[1011,1014]; score:1.000000; title:Bus; score:1.000000
 => Gaza Strip:[348,358]; score:1.000000; title:Gaza Strip; score:1.000000
	FN => Palestinian:[79,90]; score:1.000000; title:Palestinian people; score:1.000000
	FN => Yasser Arafat International Airport:[293,328]; score:1.000000; title:Yasser Arafat International Airport; score:1.000000
	FN => Civil Aviation:[197,211]; score:1.000000; title:Civil aviation; score:1.000000
	FN => security:[888,896]; score:1.000000; title:Airport security; score:1.000000
	FN => Civil Aviation Authority:[782,806]; score:1.000000; title:Civil Aviation Authority; score:1.000000
 => Israelis:[861,869]; score:1.000000; title:Israelis; score:1.000000
	FN => Israeli:[268,275]; score:1.000000; title:Israel; score:1.000000
	FN => Israeli-Palestinian peace agreement:[406,441]; score:1.000000; title:Israeli-Palestinian conflict; score:1.000000

************************ System Result: ***************************
 => airport:[94,101]; score:1.000000; title:Airport; score:0.139234
	FP => Prime Minister:[550,564]; score:1.000000; title:Prime_minister; score:0.071792
	FP => Thursday:[668,676]; score:1.000000; title:Thursday_Next; score:0.027963
	FP => Israelis:[1235,1243]; score:1.000000; title:Israelis; score:0.110561
	FP => Civil Aviation Authority:[197,221]; score:1.000000; title:Civil_Aviation_Authority_(United_Kingdom); score:0.122749
	FP => duties:[899,905]; score:1.000000; title:Duty; score:0.020783
	FP => Palestinian:[769,780]; score:1.000000; title:Palestinian_territories; score:0.147496
	FP => Benjamin Netanyahu:[565,583]; score:1.000000; title:Benjamin_Netanyahu; score:0.137004
	FP => fledgling:[126,135]; score:1.000000; title:Fledge; score:0.015017
	FP => plane:[974,979]; score:1.000000; title:Boeing_757; score:0.108108
	FP => word:[51,55]; score:1.000000; title:Microsoft_Word; score:0.027885
	FP => airport:[597,604]; score:1.000000; title:Airport; score:0.139234
	FP => inspection:[1144,1154]; score:1.000000; title:Inspection; score:0.031494
	FP => southern:[338,346]; score:1.000000; title:Southern_(train_operating_company); score:0.054922
 => bus:[1011,1014]; score:1.000000; title:Bus; score:0.087292
 => Gaza Strip:[348,358]; score:1.000000; title:Gaza_Strip; score:0.138155
	FP => exercise:[1036,1044]; score:1.000000; title:Physical_exercise; score:0.016407
	FP => Israeli-Palestinian:[406,425]; score:1.000000; title:Israelis; score:0.110561
	FP => Cabinet:[498,505]; score:1.000000; title:Cabinet_(government); score:0.068208
	FP => schedule:[473,481]; score:1.000000; title:Broadcast_programming; score:0.014906
	FP => passengers:[926,936]; score:1.000000; title:Passenger; score:0.094891
	FP => set:[650,653]; score:1.000000; title:Set_construction; score:0.018738
	FP => drill:[256,261]; score:1.000000; title:Military_parade; score:0.051744
	FP => Palestinians:[32,44]; score:1.000000; title:Palestinian_people; score:0.141630
	FP => head:[757,761]; score:1.000000; title:Head; score:0.052859
	FP => Israeli officials:[268,285]; score:1.000000; title:Politics_of_Israel; score:0.138218
 => Israelis:[861,869]; score:1.000000; title:Israelis; score:0.110561
	FP => Israel:[454,460]; score:1.000000; title:Israel; score:0.144627
	FP => start:[611,616]; score:1.000000; title:IK_Start; score:0.016348
	FP => Palestinian:[79,90]; score:1.000000; title:Palestinian_territories; score:0.147496
	FP => Israeli:[678,685]; score:1.000000; title:Israel; score:0.144627
	FP => powerful:[107,115]; score:1.000000; title:Power_(philosophy); score:0.022958
	FP => security:[888,896]; score:1.000000; title:Security; score:0.079841
	FP => officials:[702,711]; score:1.000000; title:Official; score:0.067272
	FP => independence:[136,148]; score:1.000000; title:Independence_Day_(United_States); score:0.060825
	FP => share:[881,886]; score:1.000000; title:Share_(finance); score:0.036749
	FP => ratification:[506,518]; score:1.000000; title:Ratification; score:0.039569
	FP => drill:[731,736]; score:1.000000; title:Military_parade; score:0.051744
	FP => airport:[1171,1178]; score:1.000000; title:Airport; score:0.139234
	FP => Civil Aviation Authority:[782,806]; score:1.000000; title:Civil_Aviation_Authority_(United_Kingdom); score:0.122749
	FP => operation:[1193,1202]; score:1.000000; title:Military_operation; score:0.103959
	FP => personnel:[949,958]; score:1.000000; title:Human_resources; score:0.058520
	FP => accord:[526,532]; score:1.000000; title:Oslo_Accords; score:0.143797
	FP => passengers:[986,996]; score:1.000000; title:Passenger; score:0.094891
	FP => Friday:[229,235]; score:1.000000; title:Friday; score:0.026254
	FP => passport:[1097,1105]; score:1.000000; title:Passport; score:0.081449
	FP => airport:[835,842]; score:1.000000; title:Airport; score:0.139234
	FP => operation:[21,30]; score:1.000000; title:Military_operation; score:0.103959
	FP => customs:[1124,1131]; score:1.000000; title:Customs; score:0.086518
	FP => hour:[726,730]; score:1.000000; title:12-hour_clock; score:0.043184
	FP => week:[385,389]; score:1.000000; title:Week; score:0.080754
	FP => airport:[941,948]; score:1.000000; title:Airport; score:0.139234
	FP => fell:[461,465]; score:1.000000; title:Fell; score:0.015333
	FP => symbol:[116,122]; score:1.000000; title:Symbol; score:0.035656
	FP => week:[632,636]; score:1.000000; title:Week; score:0.080754
	FP => Palestinian:[184,195]; score:1.000000; title:Palestinian_territories; score:0.147496
	FP => Israel:[61,67]; score:1.000000; title:Israel; score:0.144627
	FP => Palestinian:[823,834]; score:1.000000; title:Palestinian_territories; score:0.147496
	FP => Palestinian:[690,701]; score:1.000000; title:Palestinian_territories; score:0.147496
	FP => head:[172,176]; score:1.000000; title:Head; score:0.052859
	FP => hear:[1221,1225]; score:1.000000; title:Hearing_(sense); score:0.017083
	FP => open:[162,166]; score:1.000000; title:The_Open_Championship; score:0.061403
P/R/F:0.06451613/0.36363637/0.10958904; tpCount:4.0; fpCount:58.0; fnCount:7.0
[APW19981119_0585.htm]
***************** Gold Standard: ***********************
 => Transylvania:[474,486]; score:1.000000; title:Transylvania; score:1.000000
 => kilograms:[598,607]; score:1.000000; title:Kilogram; score:1.000000
	FN => rangers:[1177,1184]; score:1.000000; title:Park ranger; score:1.000000
 => Romania:[145,152]; score:1.000000; title:Romania; score:1.000000
	FN => Dracula:[443,450]; score:1.000000; title:Dracula; score:1.000000
	FN => weaned:[913,919]; score:1.000000; title:Breastfeeding; score:1.000000
 => sheep:[192,197]; score:1.000000; title:Domestic sheep; score:1.000000
 => peasants:[75,83]; score:1.000000; title:Peasant; score:1.000000
	FN => bear:[61,65]; score:1.000000; title:Bear; score:1.000000
 => livestock:[247,256]; score:1.000000; title:Livestock; score:1.000000
	FN => reserves:[408,416]; score:1.000000; title:Game reserve; score:1.000000
 => vampire:[491,498]; score:1.000000; title:vampire; score:1.000000
	FN => Nicolae Ceausescu:[945,962]; score:1.000000; title:Nicolae Ceauşescu; score:1.000000
 => cattle:[26,32]; score:1.000000; title:Cattle; score:1.000000
 => communist:[971,980]; score:1.000000; title:Communism; score:1.000000
 => omnivorous:[866,876]; score:1.000000; title:Omnivore; score:1.000000
 => Apuseni Mountains:[1218,1235]; score:1.000000; title:Apuseni Mountains; score:1.000000
 => hibernate:[753,762]; score:1.000000; title:Hibernation; score:1.000000
 => dictator:[984,992]; score:1.000000; title:Dictator; score:1.000000

************************ System Result: ***************************
	FP => bears:[855,860]; score:1.000000; title:Bear; score:0.134203
	FP => Peasants:[231,239]; score:1.000000; title:Peasant; score:0.051283
	FP => hunting:[1061,1068]; score:1.000000; title:Hunting; score:0.165343
	FP => Romania:[430,437]; score:1.000000; title:Romania; score:0.081021
	FP => regions:[677,684]; score:1.000000; title:Region; score:0.030736
	FP => lodged:[301,307]; score:1.000000; title:Lodging; score:0.019599
	FP => meat:[1091,1095]; score:1.000000; title:Meat; score:0.108104
 => livestock:[247,256]; score:1.000000; title:Livestock; score:0.078986
	FP => partial:[1150,1157]; score:1.000000; title:Harmonic_series_(music); score:0.003806
	FP => complaints:[314,324]; score:1.000000; title:Complaint; score:0.010053
	FP => killed:[781,787]; score:1.000000; title:Murder; score:0.050894
	FP => official:[204,212]; score:1.000000; title:Referee_(association_football); score:0.029667
	FP => count:[1187,1192]; score:1.000000; title:Count; score:0.080773
	FP => western:[136,143]; score:1.000000; title:Western_(genre); score:0.104809
	FP => cows:[801,805]; score:1.000000; title:Cattle; score:0.065261
 => Apuseni Mountains:[1218,1235]; score:1.000000; title:Apuseni_Mountains; score:0.053324
	FP => Dracula:[769,776]; score:1.000000; title:Count_Dracula; score:0.280956
	FP => named after:[457,468]; score:1.000000; title:Namesake; score:0.029612
	FP => decade:[1025,1031]; score:1.000000; title:Decade; score:0.014118
 => Transylvania:[474,486]; score:1.000000; title:Transylvania; score:0.130998
 => kilograms:[598,607]; score:1.000000; title:Kilogram; score:0.041093
	FP => Dracula:[9,16]; score:1.000000; title:Count_Dracula; score:0.280956
	FP => rangers:[1177,1184]; score:1.000000; title:Rangers_F.C.; score:0.024183
	FP => nicknamed:[91,100]; score:1.000000; title:Nickname; score:0.052858
	FP => cattle:[180,186]; score:1.000000; title:Cattle; score:0.065261
 => peasants:[75,83]; score:1.000000; title:Peasant; score:0.051283
	FP => bear:[291,295]; score:1.000000; title:Bear; score:0.134203
	FP => bears:[901,906]; score:1.000000; title:Bear; score:0.134203
	FP => living:[1203,1209]; score:1.000000; title:Martha_Stewart_Living; score:0.018512
	FP => head of the state:[369,386]; score:1.000000; title:Head_of_state; score:0.032661
	FP => cubs:[1077,1081]; score:1.000000; title:Chicago_Cubs; score:0.022799
	FP => male:[566,570]; score:1.000000; title:Male; score:0.035813
 => hibernate:[753,762]; score:1.000000; title:Hibernation; score:0.073059
	FP => Romania:[1248,1255]; score:1.000000; title:Romania; score:0.081021
	FP => western:[422,429]; score:1.000000; title:Western_(genre); score:0.104809
	FP => anxiety:[125,132]; score:1.000000; title:Anxiety; score:0.015789
	FP => forested:[668,676]; score:1.000000; title:Forest; score:0.040219
	FP => count:[501,506]; score:1.000000; title:Count; score:0.080773
	FP => Romania:[887,894]; score:1.000000; title:Romania; score:0.081021
	FP => meat:[1161,1165]; score:1.000000; title:Meat; score:0.108104
	FP => giant:[48,53]; score:1.000000; title:Giant_(mythology); score:0.065878
	FP => bruin:[571,576]; score:1.000000; title:Boston_Bruins; score:0.025921
	FP => western:[1240,1247]; score:1.000000; title:Western_(genre); score:0.104809
 => vampire:[491,498]; score:1.000000; title:Vampire; score:0.150998
 => cattle:[26,32]; score:1.000000; title:Cattle; score:0.065261
	FP => appetite:[539,547]; score:1.000000; title:Appetite; score:0.001344
	FP => Thursday:[218,226]; score:1.000000; title:Thursday; score:0.017628
	FP => weaned:[913,919]; score:1.000000; title:Weaning; score:0.024956
	FP => areas:[657,662]; score:1.000000; title:Area; score:0.022877
	FP => Dracula:[443,450]; score:1.000000; title:Count_Dracula; score:0.280956
 => communist:[971,980]; score:1.000000; title:Communism; score:0.059237
	FP => deer:[39,43]; score:1.000000; title:Deer; score:0.103489
	FP => bears:[1197,1202]; score:1.000000; title:Bear; score:0.134203
	FP => closer:[637,643]; score:1.000000; title:The_Closer; score:0.030839
	FP => pounds:[615,621]; score:1.000000; title:Pound_(mass); score:0.038354
	FP => reserve:[1069,1076]; score:1.000000; title:Military_reserve; score:0.053505
	FP => str:[1291,1294]; score:1.000000; title:Scuderia_Toro_Rosso; score:0.005074
	FP => executed:[1007,1015]; score:1.000000; title:Capital_punishment; score:0.057754
 => dictator:[984,992]; score:1.000000; title:Dictator; score:0.043822
	FP => taste:[170,175]; score:1.000000; title:Taste; score:0.011824
 => Romania:[145,152]; score:1.000000; title:Romania; score:0.081021
	FP => meat:[925,929]; score:1.000000; title:Meat; score:0.108104
	FP => hunting:[387,394]; score:1.000000; title:Hunting; score:0.165343
	FP => cold weather:[703,715]; score:1.000000; title:Weather; score:0.024952
	FP => generations:[1138,1149]; score:1.000000; title:Generations_(U.S._TV_series); score:0.024611
	FP => avid:[1044,1048]; score:1.000000; title:Advancement_Via_Individual_Determination; score:0.006068
 => sheep:[192,197]; score:1.000000; title:Sheep; score:0.090672
	FP => kills:[19,24]; score:1.000000; title:The_Kills; score:0.022662
	FP => fishing:[399,406]; score:1.000000; title:Fishing; score:0.072462
 => omnivorous:[866,876]; score:1.000000; title:Omnivore; score:0.071627
	FP => fed:[1087,1090]; score:1.000000; title:Federal_Reserve_System; score:0.069255
	FP => Dracula:[102,109]; score:1.000000; title:Count_Dracula; score:0.280956
	FP => legend:[510,516]; score:1.000000; title:Legend; score:0.065680
	FP => hunter:[1049,1055]; score:1.000000; title:Hunting; score:0.165343
	FP => sheep:[816,821]; score:1.000000; title:Sheep; score:0.090672
P/R/F:0.17333333/0.68421054/0.27659574; tpCount:13.0; fpCount:62.0; fnCount:6.0
[APW19981113_0729.htm]
***************** Gold Standard: ***********************
 => Israelis:[873,881]; score:1.000000; title:Israelis; score:1.000000
 => customs:[1135,1142]; score:1.000000; title:Customs; score:1.000000
 => airport:[94,101]; score:1.000000; title:Airport; score:1.000000
 => Benjamin Netanyahu:[575,593]; score:1.000000; title:Benjamin Netanyahu; score:1.000000
	FN => Palestinian:[79,90]; score:1.000000; title:Palestinian people; score:1.000000
	FN => Israeli:[271,278]; score:1.000000; title:Israel; score:1.000000
	FN => Yasser Arafat International Airport:[296,331]; score:1.000000; title:Yasser Arafat International Airport; score:1.000000
 => Gaza Strip:[351,361]; score:1.000000; title:Gaza Strip; score:1.000000
 => ratification:[513,525]; score:1.000000; title:Ratification; score:1.000000
	FN => Cabinet:[502,509]; score:1.000000; title:Cabinet of Israel; score:1.000000
 => independence:[137,149]; score:1.000000; title:Independence; score:1.000000
	FN => Israeli-Palestinian peace agreement:[409,444]; score:1.000000; title:Peace process in the Israeli-Palestinian conflict; score:1.000000
	FN => Civil Aviation:[200,214]; score:1.000000; title:Civil aviation; score:1.000000
 => passport:[1105,1113]; score:1.000000; title:Passport; score:1.000000
	FN => Civil Aviation Authority:[794,818]; score:1.000000; title:Civil Aviation Authority; score:1.000000
